Cust_ID,Acc_IBAN,Acc_BBAN,Acc_Open_Dt,Balance,Acc_Status,Acc_Type
8171,GB53SFVR71926751993754,FRFF92987148663638,2006-12-06,$779.28,Closed,Loan
8171,GB87FEMJ37629928118123,PMDQ33513158556754,2016-01-04,"$45,255.11",Dormant,Current
4264,GB59EPLC16789006896228,TSNS79195169839086,2013-03-10,$598.67,Dormant,Loan
4264,GB67YOVE86491420446054,IYSX50574445872748,2017-04-10,"$1,457.73",Dormant,Savings
4264,GB60NHSI06753465513528,GXON70344854461437,2005-07-09,$9.63,Active,Current
6507,GB80AINQ93608695536608,GMKR85784726721932,2016-08-02,"$12,994.85",Active,Loan
6507,GB03EXMJ65265235924286,LXEO31086780447383,2002-12-13,"$44,848.99",Dormant,Savings
6507,GB61UURB51621880011518,XWLP81136854056062,2004-06-20,"$8,500.46",Dormant,Savings
6507,GB21VWBO57178384722160,MIEA28167329994856,2002-05-31,$81.07,Closed,Current
6507,GB05UPSP71481643417698,TTFG79293758623741,2000-12-30,"$8,256.01",Closed,Loan
6507,GB91CNGX98651380713492,URCR24374055190610,2004-03-31,$12.69,Active,Credit
6507,GB66NALE85075674924781,EWMC78582065718765,2018-12-31,"$3,389.97",Active,Savings
6507,GB49KMVE25041097831221,BFMD09638301445532,2021-02-02,"$19,166.87",Active,Credit
6507,GB49VVZY20336629324888,QPXR16171560052693,2006-08-21,$23.25,Active,Current
6507,GB22RHCE33401287438398,AMHC95054533631389,2001-05-05,$85.51,Active,Loan
6507,GB32UWYF72606223355887,HMUN31005791998530,2008-02-21,"$67,358.79",Active,Current
6507,GB37HVGS83676818586005,VGLW27952241937570,2019-02-27,$663.61,Active,Loan
6507,GB95QBWK33959175781801,TGTN06817443190125,2004-04-27,"$52,629.52",Closed,Loan
6507,GB93GYZF14983752974771,DIDX32361186303568,2000-10-17,$43.39,Closed,Credit
6507,GB63YPHS64330414718097,VIBX87180105764791,2018-03-18,$737.25,Active,Current
6507,GB40GHGE39214402836857,WIKB28622590153367,2015-05-24,$7.39,Closed,Loan
6507,GB51YFGJ92503065536225,INKS31625160645432,2020-05-19,$70.05,Active,Savings
6507,GB34JNND43153564146474,PHWE22953416505100,2020-12-24,"$4,236.81",Active,Loan
6507,GB96RZZT83228974345520,JAED09606944030348,2001-10-29,"$3,022.69",Active,Loan
6507,GB77XAOO17657621600011,EUKX19620368655834,2009-10-05,"$17,121.87",Active,Credit
6507,GB54LSBW87820689658461,FOTP98474635304018,2020-03-03,$42.75,Active,Loan
6507,GB30BWOY62065586729087,SQHU47948511024668,2012-01-29,$11.39,Active,Savings
6507,GB92KRVI75948364054759,QRCD02718305740191,2001-10-28,"$1,102.04",Active,Savings
6507,GB88PCYP83674079639499,VGRF25699266793306,2018-09-24,$463.79,Dormant,Loan
6507,GB92GFNA69272590328943,EGHP49032305089341,2020-09-08,$8.12,Closed,Current
6507,GB26TKZU08916900594112,GHGH45410818720891,2015-11-10,$9.81,Freezed,Savings
6507,GB10MNHU10967685737665,TRTP33591232502090,2018-08-30,$2.17,Active,Credit
6507,GB88GIGU63067913556464,BDMO28383303902688,2008-08-13,"$3,385.04",Active,Credit
6507,GB93BWWN19289347509128,DZTZ65199272696767,2011-04-12,$447.39,Dormant,Savings
6507,GB45NYSG07185785717401,BRMW96377011565273,2013-06-17,$21.17,Active,Credit
6507,GB65KBOZ12621249747240,TCNO88659960080347,2007-05-16,"$70,142.94",Active,Savings
6507,GB32WQYH78767396817047,KTKX99212749047532,2006-08-11,"$84,325.97",Active,Current
6507,GB67BLMN76335555045265,FKZO90387278679673,2014-09-29,$91.86,Active,Loan
6507,GB71MRRM00713669798933,DMFC55101743499807,2019-07-18,$7.37,Closed,Savings
6507,GB20XJLB47772739491441,OJWQ47043121999902,2011-02-01,$642.83,Freezed,Credit
6507,GB48WTNV99196911403888,TLYN91326243240594,2006-06-24,$30.18,Active,Credit
9806,GB28LFKU85471515904927,ZBZU87260073544904,2012-10-27,$668.60,Active,Savings
9806,GB58AGKR60782955819842,JZNK21395294945521,2008-06-05,$458.20,Closed,Loan
9806,GB07XWFM59602609536148,WYCJ43525998549968,2001-12-14,$6.85,Dormant,Savings
9806,GB55FYKL54758199956563,YFHV54501164591846,2000-08-21,"$42,047.05",Active,Savings
9806,GB32ITHA07974598483686,WMJQ66173699724675,2012-08-18,$6.79,Closed,Current
9806,GB66PSDS20258538694858,OZIF85068997814205,2005-08-13,"$4,023.96",Active,Loan
3950,GB36BFMW90338859829748,RKWE84561383499904,2006-06-20,"$54,616.40",Dormant,Current
7568,GB98WXRR21609575980519,QGYY12221560258566,2004-01-30,"$9,458.95",Active,Current
7568,GB61QMQF32872565328252,RPID99473982067509,2001-07-25,$2.99,Active,Current
7568,GB81PNOL95353742309948,SNCU12574626466534,2010-07-19,$910.66,Freezed,Loan
7568,GB38UDIT90845040025096,SVUE22250134990217,2006-03-18,$2.57,Active,Credit
7568,GB79NDUO82476677832027,CBOV42154302691303,2011-02-09,"$74,896.97",Closed,Current
7568,GB11ZEUQ80854180257249,ASOS06441339266892,2011-12-04,"$8,896.12",Closed,Credit
7568,GB11HNZZ60827018593455,IQZK00506259294872,2014-07-15,$94.25,Active,Loan
7568,GB20IWPA61100215118819,RSEJ68013402052060,2003-11-19,"$8,188.35",Dormant,Credit
7568,GB10KQVK89135129204935,HPYT36092998996253,2001-12-24,$9.39,Active,Current
7568,GB72VQXL07522249412962,OYMR09231335199220,2020-04-09,"$98,106.17",Active,Credit
7568,GB75LNRE06315837527983,JVFU96889832604284,2004-07-28,$525.81,Dormant,Credit
7568,GB26IPLH33734530026433,WJBE01284114374839,2006-08-22,$28.58,Freezed,Credit
7568,GB05OEDG67425241051300,QBZG89313955286794,2013-10-14,$80.90,Active,Credit
7568,GB66SBFB98675172374744,FSUQ88948684147605,2011-07-14,$339.58,Active,Savings
7568,GB42GHXV29645802490782,TGRI04744505882710,2008-03-06,"$55,386.64",Freezed,Savings
7568,GB27FVYR42191777488612,MSIK05832304450397,2003-02-14,$808.31,Closed,Current
7568,GB26DHGO36170151376323,NJWU06687780034250,2015-04-16,"$44,361.66",Active,Credit
7568,GB35JSLP20192352606365,VORH85558063738010,2001-03-21,$441.17,Active,Loan
7568,GB37SOSV19278733971870,IRXA14527628267661,2005-02-08,"$77,784.31",Active,Savings
7568,GB13XNXU34909045167600,EQEU83727910738292,2011-12-10,"$3,043.78",Active,Loan
7568,GB79JGNR86915971496341,BNYU00783593331841,2005-05-02,$4.46,Active,Loan
3310,GB48LFTJ17605093857212,LMIS12312174380940,2019-09-26,$9.01,Active,Loan
3310,GB05BQWT56732980424545,SIXF33073757761279,2006-02-04,$4.77,Active,Credit
3310,GB08PQEU81274738205507,KCHM30903614231052,2007-10-15,$899.63,Active,Current
2995,GB53MTNF93116253261650,CCZJ80633996571237,2010-09-13,$2.88,Freezed,Credit
2995,GB39VATN74847210577539,BYNB29818138885225,2006-09-15,$18.57,Active,Savings
2995,GB19IENY22915932900224,IUIA28453724924348,2019-07-27,"$67,208.69",Active,Credit
2995,GB72QWZV90363601732818,ZLML10016024000847,2009-02-04,$2.21,Active,Credit
2995,GB74GMJR54756720000121,YWSJ52518650263735,2004-02-04,$36.20,Freezed,Credit
2995,GB94GWEX58786767454311,XEBH87477668045642,2017-03-09,"$82,747.12",Active,Savings
2995,GB02BPJY00818311750755,THGY28301255022862,2014-08-01,$515.90,Active,Savings
2995,GB46TDZB81265157194323,MONB56210760399874,2013-10-09,$610.69,Dormant,Loan
2995,GB45JPDR27373526228398,BYRN70976910758694,2014-08-23,$9.05,Active,Loan
2995,GB72YFIL31006902595822,JDAS95270738324854,2021-08-11,$6.34,Active,Credit
2995,GB88OORT18775418059902,AWXM80099359134843,2017-11-13,"$64,254.83",Closed,Loan
2995,GB15ITVJ48205590109550,UGFM88371700433487,2010-07-31,$914.50,Active,Loan
2995,GB85EJVW73865352720079,AMBY99614405099914,2002-03-29,"$46,567.57",Active,Savings
2995,GB21REII79558644985750,HQQM38080346908655,2011-12-27,"$87,654.89",Active,Loan
2995,GB72MPAS80393155140811,CLAT44389031161372,2010-08-27,$9.73,Dormant,Credit
2995,GB95NSWN12003898257583,YXLD44757731733551,2007-01-01,"$4,067.99",Active,Savings
2995,GB38FZSD25272244531535,JZFI54829829236884,2011-04-07,$2.67,Dormant,Current
2995,GB48LTDI26331491667436,RRNL63117878186050,2003-05-10,"$9,002.80",Active,Savings
2995,GB78XSFY94110218773622,KFKF78215414469893,2010-07-22,"$29,881.66",Active,Credit
2995,GB71UVMH68729958639575,QLGK74334860229027,2016-03-28,"$8,719.83",Closed,Savings
2995,GB05ACHC17299484508587,HEVK15712539509701,2013-05-23,"$10,806.50",Dormant,Current
2995,GB41LFRY93135416531393,PITI47791000948075,2016-09-29,$4.35,Active,Current
2995,GB96VGMH18536635692508,ELSC86955148482208,2015-02-04,"$7,404.67",Closed,Loan
2995,GB79GFBE21771452561854,JSEC49954701612470,2005-01-25,$4.09,Active,Credit
2995,GB28AYYW78141312547248,QFZB73508332678967,2006-03-24,$35.35,Active,Credit
2995,GB80WTKH65289767880511,CZWF59487163980502,2002-04-28,"$5,481.70",Dormant,Loan
2995,GB18HSZR90200787688684,UAZD05441001785862,2011-10-12,$31.09,Dormant,Loan
2995,GB77FBXQ41438880294469,JRWC59195699405087,2019-09-09,$14.13,Active,Loan
8136,GB13VTFP49480022928398,FAAV05947958079479,2004-09-02,"$17,609.02",Active,Credit
7471,GB16LAYS37502733045425,MJED49448471610204,2000-07-29,"$21,282.29",Active,Current
7471,GB30PXTO59114025629501,BRLI25766535691117,2000-02-10,$49.83,Active,Current
7471,GB27TNAU77463295939302,WHKP85301193746396,2019-09-03,"$98,097.45",Active,Current
7471,GB55GEBZ94982795610338,LJQD99484213627241,2018-02-09,"$8,813.63",Dormant,Savings
7471,GB88VDLG43333015058154,CHVL44986052545977,2018-08-15,$22.93,Active,Current
7471,GB71QDRR50044441643567,GTON25217785633096,2017-03-26,$3.48,Dormant,Current
7471,GB46RYAJ71086466874752,DFBK87134669804761,2018-11-10,$44.75,Dormant,Current
7471,GB91KVIZ05179063033705,WYZP62688159361425,2010-08-09,"$18,616.00",Active,Current
7471,GB17UNQJ48912530163306,NNAN18665080208112,2020-06-19,$8.23,Active,Current
7471,GB22LZYZ23123095569300,PRQF06250120485676,2010-07-03,$1.15,Dormant,Credit
618,GB47ANCU12163521093274,CMMQ73492703593926,2019-07-14,$63.53,Closed,Current
6718,GB36NJLG96849416821579,OEGV36092917842038,2002-04-12,$6.23,Dormant,Current
3317,GB72JTYY05856925101042,NCWM84161670453870,2002-04-26,$0.14,Dormant,Loan
3317,GB92HNZE60633671670345,IBEX16196888313536,2010-04-11,$11.09,Active,Loan
3317,GB43UZRB18067872694221,MMGV70789493087026,2001-05-19,$9.97,Dormant,Savings
3317,GB93GEBB79279003740382,JLSN69132443993665,2017-09-27,$405.87,Active,Savings
3317,GB43OMLU19149392225735,XEUA98049347048460,2001-07-19,"$6,211.00",Active,Savings
3317,GB09LXRD81097291393284,ZTNU59853780917789,2010-09-16,"$95,110.85",Dormant,Savings
3317,GB71HWXS68629920597036,UUEA32315001633842,2010-03-23,"$5,353.59",Active,Credit
3317,GB40RJGD86111080089078,NFHW06673778291983,2005-06-28,$9.03,Dormant,Loan
3317,GB03EQLA73646535262727,CYKS76128144003906,2015-02-22,$4.34,Closed,Credit
3317,GB06QEPO99609469318032,MWGM52361388881394,2013-02-12,"$35,362.69",Freezed,Loan
3317,GB30TWHQ13205688686319,TKAX49744855167110,2000-05-01,$18.19,Active,Current
3317,GB85VYXO71237679456013,WVEP56690952086241,2008-09-14,$53.17,Active,Savings
3317,GB68PJVX25779425977216,UXMY78070952900855,2010-10-23,$3.79,Active,Savings
3317,GB11FMIP65782730568115,KUNN09518243618876,2004-11-29,$67.31,Closed,Savings
3317,GB67HVDO28196272073274,LOLX20719289706989,2014-01-28,$48.69,Active,Loan
3317,GB83ZRCX23779338082657,XAYQ32778252819753,2019-06-23,$9.31,Active,Credit
3317,GB61UPYJ64190197059749,JLOR75355940090268,2011-01-05,$248.54,Closed,Savings
3317,GB31NFFX74570960865700,RQIA95753958789728,2017-11-06,$84.26,Freezed,Current
3317,GB09GUYE44967721618996,TZCO11925060549888,2017-05-31,"$32,727.90",Active,Credit
3317,GB54XOTS88814290238157,LTWE75217442895902,2011-01-12,"$16,767.47",Closed,Credit
3317,GB63LUKK45098054516237,XKKO09892939943451,2020-11-25,$26.38,Freezed,Credit
3317,GB94DRYN87720306268656,DYAR17459433585061,2006-12-21,$557.59,Active,Current
3317,GB71QHHF11512541803666,MQWB64332372271674,2008-12-26,"$72,992.14",Dormant,Loan
3317,GB81TMHO52031681342807,JLDT20294632138209,2017-06-20,"$6,985.42",Freezed,Credit
3317,GB45JYSX64975811522935,CIIM26806550105554,2010-06-21,"$6,366.81",Active,Loan
3317,GB51KLGW40515432856749,SOCT76809789078030,2005-02-18,$965.38,Active,Credit
3317,GB45VBKU80652697764225,EOTA87686393737203,2018-01-10,$9.38,Active,Loan
3317,GB64ALZT59384779779260,ANTB90305233284958,2008-04-22,"$52,717.96",Closed,Current
8628,GB57BPZN19898769314474,CERM95694426792605,2019-10-18,$96.89,Active,Credit
8628,GB55UVRO87094442308161,BTCU21032475726178,2002-07-28,"$1,654.34",Active,Loan
8628,GB57YWNL02762302847436,NALK33336016522533,2012-12-02,$562.93,Freezed,Loan
8628,GB58CWQW04714736650083,WCQE07129672481205,2019-08-07,$4.42,Closed,Credit
8628,GB64OLJT99640835166487,SMBM30338441331064,2004-01-18,"$3,776.08",Dormant,Current
8628,GB68NZPC77421603931846,MQFD97070397809697,2021-08-24,$42.28,Dormant,Current
8628,GB42XMZR81904854343193,ZAAB91740012043144,2003-06-19,"$44,923.07",Dormant,Current
8628,GB87ZBHM46241415881068,ILHB48843460145320,2014-02-11,"$2,539.49",Active,Current
8628,GB94YQZL20956652701962,STUU38379433980397,2017-07-19,$2.11,Active,Loan
8628,GB09LSDQ82280717054870,CUHT11088513516188,2007-03-16,"$51,480.89",Dormant,Credit
8628,GB94BQMV08407472594086,LENL00340791361820,2004-04-02,"$7,827.90",Active,Savings
8628,GB03URMY15113632110923,KXSC67285952600921,2003-02-23,$0.48,Dormant,Current
8628,GB64KCUC66076779238928,CXFY99245025482787,2019-08-08,$2.07,Active,Credit
8628,GB69WFEX52559459549428,YZPK79958559760714,2021-06-18,$44.24,Closed,Loan
8628,GB91DITZ74834780737967,CUHL01704932377151,2014-06-19,$257.56,Freezed,Savings
8628,GB05BPTD70011457529175,BPDS40670051087647,2004-12-24,"$71,355.14",Active,Current
8628,GB54VHFI33121018318406,ZVOM00681923749068,2020-08-03,"$5,715.20",Active,Current
8628,GB53EPJD22881997582400,QCLR55427803823206,2013-07-19,"$12,223.83",Closed,Current
8628,GB80QNAQ71033105811389,RVRR73350785807927,2021-01-30,"$27,223.40",Active,Credit
8628,GB37NCLD03868018602935,VNLR95658398353100,2019-11-15,$90.90,Active,Credit
8628,GB20VWMT89648984358136,ZMUG76723257914374,2003-04-02,"$15,090.69",Active,Savings
8628,GB04YJOC26119727398108,JLQE20641392491893,2017-12-01,$576.05,Freezed,Current
8628,GB54XDKA97635293727032,SISK92452257888733,2002-08-05,$5.16,Freezed,Loan
8628,GB13CWVX13748392915359,JJTE69593332316312,2003-08-04,$1.41,Active,Loan
8628,GB86XBUU22138073360826,ECMQ03392334096603,2013-01-05,"$4,486.49",Active,Credit
8628,GB71BQNR40320913979279,HVWZ61271600383460,2008-09-25,$61.24,Closed,Credit
8628,GB70MCEQ91659353472048,FHHV44356865348655,2019-03-27,"$1,952.05",Active,Savings
8628,GB89JAZM38273229424078,GXDG93498234903154,2003-05-15,"$7,614.56",Active,Loan
8628,GB54CYGF87173202864169,GVYA03412726332501,2003-09-28,"$50,060.52",Active,Current
8628,GB74XZZG92711410937678,PMDQ74941664715385,2013-08-02,"$5,698.41",Active,Loan
8628,GB08STCD44555078731232,DWBM47481001330478,2011-02-22,"$34,131.99",Active,Current
8628,GB21ITZR16212612861094,GFPG43520005931395,2017-01-04,$592.93,Active,Credit
8628,GB55RXMG07471773667638,MIFP43067910765172,2013-09-14,"$32,613.37",Closed,Current
8628,GB78GOJW52956538542281,FTIQ11052047852093,2001-04-15,$43.12,Dormant,Current
8628,GB52ECRZ22579229063994,HZKV12742220467722,2020-05-17,$509.52,Active,Loan
8628,GB75NZBX99206172218524,BQKM64912680937151,2018-06-29,$68.83,Active,Current
4791,GB23GJNV56704291265133,LIVA51571188757129,2004-09-26,"$2,329.66",Closed,Current
4791,GB72QISD58432533480753,ZLTW57700147561031,2013-01-29,"$43,595.51",Active,Loan
4791,GB17JJFA73152993236786,SDKR05058031595265,2009-06-15,"$16,451.36",Active,Savings
4791,GB16ROLX44875244317993,MWRQ19227866808710,2014-03-01,$9.92,Freezed,Current
4791,GB73BGKQ00608100481304,ATBE75231144044539,2020-02-19,$71.55,Freezed,Savings
4791,GB45POYE96677901084409,LMWD63151181082809,2014-11-08,$225.34,Freezed,Loan
4791,GB19HZOH23083558006112,BYEE22628088346712,2020-06-14,"$7,193.70",Active,Current
4791,GB57ZAUW62051710640988,ZYGA98486534748233,2010-12-30,$510.51,Active,Savings
4791,GB18FGFZ56642721041199,SSYT57633077378059,2005-02-12,$914.03,Freezed,Credit
4791,GB66XIEU03196337063084,PBXC05093044710621,2013-08-06,$99.97,Freezed,Current
4791,GB55SZHY63100298963698,VMZK15351271851823,2019-11-12,$93.75,Active,Credit
4791,GB66XRVH65943907302919,PJPV72890106371041,2015-06-30,"$31,342.78",Freezed,Credit
4791,GB89JGQZ29590895990198,CULQ58196095137563,2017-10-31,"$95,037.28",Active,Savings
4791,GB26AWJK54304486418544,DNGV62992686963324,2019-12-25,$372.51,Closed,Loan
4791,GB97GPJQ06315965624088,JFMA38335139636261,2014-06-10,$93.12,Closed,Current
4791,GB90LKKS64262249498606,UHUS83633557259509,2010-03-26,"$2,236.08",Active,Loan
4791,GB58GBWZ76260781250567,ITJL43397692265022,2010-07-17,"$4,262.30",Dormant,Loan
4791,GB65JCLL32814366015557,COGX38631180612848,2008-01-15,"$9,156.01",Active,Current
4791,GB87MIKP63382129803490,TXLD44016362553264,2002-05-30,"$87,986.05",Dormant,Loan
4791,GB51JDGR64729537506600,ZIWE59218094039952,2014-09-23,$64.04,Dormant,Current
4791,GB03IUYA65275795376004,DZHL80000131651975,2005-02-25,$21.22,Closed,Savings
4791,GB26LXRT96602666537424,PHTD18123597157993,2017-01-14,$604.39,Closed,Loan
4791,GB28LBNL28486204303756,HUAS53965511614997,2014-01-04,"$56,960.96",Active,Credit
4791,GB17YXGG23978300305665,XTDJ13846797926776,2000-11-29,"$2,853.62",Active,Credit
4791,GB25EXQO16520581859412,MGQL62747965050989,2000-02-23,$6.45,Closed,Savings
4791,GB16XHYV75139326460570,PQBL37169178926670,2018-06-28,$617.60,Active,Credit
4791,GB15WBXP56983194570283,KUVY00709314990494,2016-03-13,"$1,165.00",Freezed,Savings
4791,GB40DKDY51732228718922,JQPC04938458842889,2002-11-11,$522.82,Active,Savings
6968,GB37NHIO46165822067085,ISKQ59785970012376,2001-09-08,$270.82,Closed,Savings
1699,GB37YNAL76099133514587,IWQL66403535804855,2006-01-26,$42.37,Active,Loan
1699,GB53GYPH44281522437230,KPHS03625127145255,2004-09-17,$77.80,Dormant,Savings
1699,GB76WUMR49782011555848,IYIC26057806069149,2002-01-22,"$87,167.64",Closed,Credit
1699,GB13YWKI68714856525427,EOIB80585297482826,2020-06-06,"$49,697.57",Freezed,Loan
1699,GB26PRHB46859965929807,XUUO18298484572926,2016-10-15,$796.83,Active,Current
1699,GB30CGNZ81512512904671,QWFD95568004279839,2012-05-14,"$2,738.02",Active,Savings
5064,GB04UMUR58105704684068,IWLB10295767197885,2013-01-11,$987.27,Dormant,Savings
5064,GB97VXKS73267821705666,XULK19319219744697,2014-11-14,$551.90,Active,Loan
5064,GB77IFMW28209751404244,NFHM17458235754322,2009-05-27,$254.37,Closed,Current
5064,GB80QUMS65700552737057,ZPOK01656160877221,2001-02-24,$8.89,Dormant,Loan
5064,GB39SKMV67383418998280,AJDQ04759003339668,2019-02-16,$30.57,Active,Savings
5064,GB94LUGR81926279261182,QANF87146730012828,2001-02-09,"$7,846.33",Dormant,Loan
5064,GB23GCYC74984462649326,ANCO91790419939532,2020-01-03,"$51,791.48",Dormant,Current
5064,GB67WIOJ20032107993792,BJIB25477230780893,2019-08-08,$65.31,Active,Current
5064,GB95THVM57302730333682,TKEC18617335688459,2017-06-25,$99.14,Dormant,Savings
5064,GB26YOBB67053125715953,UJMM14974358465501,2006-04-20,"$1,630.31",Active,Loan
4428,GB10UCQF99962531868543,ABPB06068460136379,2002-01-04,$6.90,Active,Credit
4428,GB65GLHO53687878043211,UYWQ80774201119527,2010-05-31,$26.70,Active,Savings
4428,GB20VFSM27160758502618,CNUL42586465800732,2013-08-14,"$41,059.84",Dormant,Savings
4428,GB46ZGXE26391863115466,WRGJ20994139845131,2021-01-04,$39.44,Dormant,Credit
4428,GB19BSUT44786241306186,QOOE89259327534013,2015-11-08,$1.14,Active,Current
4428,GB71WJNH23584761128746,BWVF33363416037204,2009-10-20,$61.03,Active,Current
4428,GB29SXUR24441238268446,QUII61546663846773,2002-02-09,$2.10,Dormant,Savings
4428,GB66CBAB44784026207759,GHPK77339810488111,2015-05-07,"$27,711.31",Active,Credit
4428,GB81MHED64436707051361,QUYV48525394023393,2013-04-08,$9.32,Active,Current
4428,GB85FWHW43735588766213,YVHP43652833866103,2011-11-09,$1.00,Active,Credit
4428,GB57YZGS52455765821038,XOVR53760044809042,2008-06-14,$38.87,Closed,Credit
4428,GB56BLWG59750107365314,GWTN74924943871748,2010-07-21,"$9,460.67",Active,Loan
4428,GB18DLNE94289102602317,ISYI81302394667893,2019-09-12,$603.62,Active,Credit
4428,GB19MGXL27553652284285,RTYM65716213575981,2007-03-12,$5.75,Active,Loan
4428,GB98VCWD88183288213651,ONZM04736610556310,2019-05-07,"$43,777.47",Active,Loan
2671,GB40OZZI08239710258021,XPUT06024985545341,2008-09-25,$64.62,Active,Credit
2671,GB20RPZV13503010681742,JUKW84447400167046,2006-08-15,$9.80,Closed,Loan
2671,GB95SPUZ92499269717334,ISTR38028065329292,2000-06-07,"$3,355.12",Dormant,Loan
2468,GB77ZSCW01026952053083,BZPT55825492863796,2008-12-20,$1.50,Dormant,Savings
2468,GB96BIGH97126074760427,VAJB02870123488054,2003-08-05,"$50,509.88",Active,Loan
2468,GB62JJXK06367544853496,BVPT73685329231088,2001-09-30,"$5,179.45",Active,Credit
2468,GB97TTVJ91299660782333,BGSG57292914086093,2004-12-05,"$3,050.08",Active,Current
2468,GB49GMHU09550103786541,QKFX55933798399955,2019-03-24,$49.06,Active,Savings
2468,GB72AZEX91780198742432,OPPW80839564759056,2020-06-27,$3.28,Active,Loan
2468,GB57JVBC73205677171060,ZATZ78716327103847,2016-06-01,$22.87,Freezed,Savings
2468,GB43HTNF75660376697372,ECBK54725557105880,2008-05-23,$83.26,Closed,Credit
2468,GB49XYOE61383410926875,FNUV27655058349507,2005-11-19,$40.96,Active,Credit
2468,GB06NIUE48191263312115,ARCJ09043902124122,2001-12-24,"$64,353.02",Freezed,Credit
2468,GB69FQBR50824275853936,HPPC82966012931132,2015-11-14,$74.24,Freezed,Loan
2468,GB44SCIJ99690446968659,VQAF59829751721016,2009-10-09,"$75,926.41",Closed,Credit
2468,GB17SYDU41480618345205,CHEA37314429162007,2018-11-08,$933.54,Dormant,Current
2468,GB86BGOZ60071888447555,HFLW64622387262311,2002-05-22,$503.46,Closed,Savings
2468,GB12TTNS47076162955326,GZNK35027522647853,2020-07-23,"$6,853.53",Active,Loan
2468,GB17JNYP71253234852434,ZCXY25333220080276,2014-02-27,"$73,939.14",Active,Savings
2468,GB91FDSX90086511047679,FDLH78742036092629,2007-08-16,$602.14,Active,Loan
2468,GB08LITF20007850250982,SYKV27065025233421,2004-01-06,$26.64,Dormant,Savings
2468,GB33XXYI49204295066800,WVHC92915958295235,2012-06-14,$955.15,Active,Credit
2468,GB35XJRC31096100047850,VDRA83203552532525,2004-11-27,"$1,641.19",Active,Loan
2468,GB10CWBH37532176418578,MGXU16279486938977,2007-10-05,"$6,271.76",Closed,Current
2468,GB37KCYQ95599212140605,BMGD84149380442328,2012-07-30,"$19,225.75",Dormant,Credit
2468,GB50KKOW70282271501439,GJXT07483783745969,2001-02-11,"$64,983.59",Active,Savings
2468,GB69KYZL46060206523738,SDEW30767840034324,2011-07-10,$6.23,Dormant,Credit
2468,GB91TPIO29203946366238,SMIW65672099049657,2013-09-14,$232.64,Dormant,Current
2468,GB11GRFO31600574813318,VHZD83290074494161,2000-10-06,"$5,928.91",Active,Credit
2468,GB32BBCT00664144248969,MJZI08671355177623,2012-08-10,$900.92,Active,Credit
2468,GB60PRKK53857479310484,SXTR72394736438706,2019-07-23,$77.61,Closed,Loan
3429,GB97YMIR01747500006478,ECRI73720252443880,2003-06-28,$377.64,Dormant,Savings
3429,GB67MIBK25472577713429,PTHR46403056726274,2006-11-14,"$6,662.20",Freezed,Loan
3429,GB09TWUL07806780184552,SARR61468234974459,2014-07-03,"$8,275.02",Active,Credit
3429,GB66JQFV47800052146305,GZQU43688326487029,2019-06-25,"$5,588.78",Freezed,Loan
3429,GB49CQLZ51267486329282,AIQZ67128333867284,2009-02-01,$542.50,Active,Current
3429,GB79FDCA38413852001632,NOLM89206282416968,2017-08-19,$5.39,Active,Loan
3429,GB86OBBU09300781158170,LULN46419566838576,2006-12-18,$64.37,Active,Current
3429,GB59EDBC19074037635089,TZLG87216985804018,2000-10-03,$65.18,Freezed,Savings
3429,GB35BUOB97133804687951,NJES37911803596329,2016-04-09,$8.68,Closed,Loan
3429,GB74SAFC68814752683998,XIVG08132093513598,2004-08-07,$1.93,Closed,Current
3429,GB80CDUX58816253398378,JDTO36694446870551,2018-12-05,"$62,845.83",Closed,Loan
3429,GB89TYJP40447817744406,BUCJ06829656393034,2014-09-01,"$8,586.00",Closed,Current
3429,GB59NFNJ18503809464578,WNMK59917296144244,2013-11-01,$453.90,Active,Loan
3429,GB46NQAR66279381984417,EZGI60398803632821,2016-04-06,"$7,527.77",Closed,Loan
3429,GB36NSIN47081498279103,OEGN06540564620420,2018-12-04,"$20,185.11",Active,Current
3429,GB59BSSU37103645860625,PWZD43268574148629,2020-08-07,$25.47,Active,Current
3429,GB28JEKS19273325133372,JRSY59335341453614,2014-07-02,"$35,740.98",Dormant,Credit
3429,GB68OYVZ99600331465411,QKJN95112562844453,2018-12-18,$5.39,Active,Loan
3429,GB24JVOV40157317155392,QCJG06153041258753,2017-06-22,$787.20,Active,Current
3429,GB43NNYW62764046660587,PBGR78638682661678,2009-08-18,$2.86,Active,Credit
3429,GB85ZYCC33519155056622,BYJA69372291173926,2005-08-28,"$1,744.91",Active,Current
3429,GB38XMPR53359010730371,RMKV90916798574452,2006-01-08,$23.33,Active,Savings
3429,GB29MWMD11041360458774,TDTV59851300427644,2000-01-31,"$99,434.02",Active,Loan
3429,GB67WVFK08736539477602,AFME73791329932103,2011-05-28,$0.67,Active,Loan
3429,GB38YDAK86060258482602,ZKQN85677671107614,2007-06-05,$58.13,Active,Current
3429,GB35GYLA55143703974129,IVQP11688984751033,2006-05-04,$9.91,Dormant,Current
3429,GB55TFSD03688386453320,ODPP31000167150765,2020-03-19,"$76,106.68",Active,Credit
3429,GB95YIVS64677485182283,XFMD25316640224690,2021-07-05,$190.05,Dormant,Current
3429,GB40NTBT79978734120017,VWAP86888587541217,2015-12-03,"$1,532.86",Active,Current
