Cust_ID,Bal_OutStanding,Acc_Number,Card_Number,Card_Sec_Code,Card_Provider,Expiry_Dt,Credit_Limit,Limit_Utilized,Status,Default,Due_Date
9705,"$2,531.70",NKSN25368631350766,4234622023114573,366,VISA 16 digit,01/26,$4.26,"$76,942.48",Active,Y,2021-08-28
9072,$580.98,HHVN54039841395265,4093694267077105,050,Discover,09/26,$2.59,"$2,263.42",Active,Y,2021-09-02
9072,$20.78,CIUJ51850984771770,180025575266209,885,VISA 19 digit,05/25,$961.61,"$24,980.66",Active,N,2021-09-08
9072,"$39,950.89",AENF10366805988986,6509878721261594,508,American Express,06/22,$4.28,$32.51,Active,N,2021-09-05
4135,"$17,474.70",JNTC53364659507725,4398221785695557747,422,Discover,03/26,$1.47,$644.10,Active,N,2021-08-31
4135,$7.49,HXIZ56544787956100,3506008538826625,293,JCB 16 digit,02/26,"$6,432.20",$0.03,Active,Y,2021-09-02
3404,"$7,149.82",GHMF26009647306670,4429942354017,281,JCB 16 digit,12/22,"$87,300.61",$62.92,Active,Y,2021-09-13
3404,$8.32,MGNN07321115101824,3580018032905204,720,JCB 16 digit,04/22,"$15,975.53",$66.56,Active,Y,2021-09-04
3404,"$6,025.56",EPHG35951498711163,2715182885300473,234,American Express,12/24,$3.55,$750.00,Active,N,2021-09-01
3404,"$9,558.08",JQFI76379760258941,30006856213831,437,VISA 19 digit,09/21,$68.75,"$48,688.23",Active,N,2021-09-14
982,$9.07,OLXR88486931714722,3581969615816029,3561,Maestro,05/27,"$75,740.39",$3.36,Active,Y,2021-09-10
982,"$7,464.66",KJVK94933962310191,4067685923196976,288,VISA 16 digit,11/25,$849.48,"$83,610.66",Closed,N,2021-09-01
982,$518.04,CFPW40926219449973,3561994502104986,691,JCB 15 digit,03/27,"$63,664.69",$39.96,Active,Y,2021-08-29
982,$9.69,CSDX61428363391793,349831777308345,702,Mastercard,07/25,$31.37,"$52,211.08",Active,N,2021-09-04
1662,$9.40,FUOU06871450748902,3559552991906073,751,Maestro,07/23,"$7,800.04","$1,513.09",Active,Y,2021-09-08
1662,$524.69,DGOZ32489602470768,3586646395709740,804,JCB 15 digit,08/23,"$4,683.40","$8,315.22",Active,N,2021-09-07
1662,$4.37,JASI35988828629755,5178695406186504,187,JCB 15 digit,09/24,$47.57,$485.01,Active,N,2021-09-14
9250,"$8,970.61",UZZA31095793504229,6011919758894203,167,JCB 16 digit,03/25,"$8,932.65","$6,495.81",Active,N,2021-09-13
9250,"$61,562.22",JVBG40494191668759,3599665475915634,676,VISA 16 digit,08/22,"$60,278.51",$8.80,Active,Y,2021-08-28
9250,"$4,316.46",XXIW19294902868362,4095583935289,940,JCB 16 digit,07/26,$10.94,"$66,167.83",Dormant,Y,2021-09-09
5807,"$7,878.89",JQMO56616747309468,3583748731388354,796,VISA 16 digit,11/26,$4.04,$874.52,Dormant,N,2021-09-06
5807,$50.30,GUNC56780673028898,4854214844611,9981,Discover,11/23,"$41,137.26",$54.20,Closed,Y,2021-09-14
6080,"$12,086.68",SKFZ90042016922971,3575785747950660,631,VISA 19 digit,03/24,$740.34,$867.68,Active,N,2021-09-04
6080,$75.56,UJGI25382390360497,503879934894,937,Maestro,02/25,$31.50,$71.09,Active,Y,2021-09-10
6080,$543.75,PKLW77814914018009,4755976288186719346,839,JCB 16 digit,12/24,"$1,508.81",$938.45,Active,Y,2021-09-07
1360,"$42,074.35",LITV47958811829497,4228733602241089,293,Maestro,03/27,"$5,233.78","$7,394.91",Active,N,2021-08-31
1360,"$8,597.05",ICCF35238463814708,4000233048760819593,175,American Express,01/23,"$57,078.68",$200.10,Active,Y,2021-09-12
8136,$4.20,OHXQ56957139170341,6011345051052838,993,Diners Club / Carte Blanche,10/25,$3.58,"$41,884.25",Closed,N,2021-09-03
8136,"$53,827.05",MULQ64951988901370,370383971874856,756,VISA 16 digit,05/26,$959.65,"$2,241.25",Active,Y,2021-09-10
3528,$0.71,KLXF82607197950242,5585964298055426,8383,JCB 15 digit,04/25,"$6,883.45","$46,282.40",Active,N,2021-09-15
3528,$5.80,QGHT62359702561196,4852370724609861262,7371,Mastercard,04/24,$31.59,"$47,061.83",Active,Y,2021-09-04
3528,"$4,884.07",LORT51507548241618,5436424726346831,556,VISA 16 digit,11/26,$4.31,"$3,732.52",Dormant,N,2021-09-06
3528,$8.03,CSFD32396440703770,502075366018,382,Discover,09/24,$6.85,$626.85,Active,N,2021-08-31
5807,"$1,627.52",VJWX80608876315953,4852396653867,896,American Express,05/24,$442.29,$94.03,Active,N,2021-08-28
5807,$7.43,TGRO11028858767214,3535498603075452,728,American Express,06/22,$84.76,"$30,102.07",Active,Y,2021-09-04
5807,$0.97,XTIW72829954868757,4646822690734941,266,VISA 16 digit,10/23,$60.50,$64.43,Active,N,2021-09-04
5807,"$4,339.29",YRSY72769169290332,4163164348986208,804,JCB 16 digit,11/23,$3.90,"$21,950.59",Closed,N,2021-09-03
2251,"$2,228.47",EJKC45560229604065,379464218606482,127,JCB 15 digit,10/25,$4.92,"$67,285.88",Dormant,N,2021-09-06
2251,$7.54,GNIU32735600367353,5389325959990673,383,VISA 16 digit,10/24,"$9,199.18","$48,612.57",Active,Y,2021-09-07
2608,"$90,902.62",BXGU04080583783154,30413998665466,222,Diners Club / Carte Blanche,04/27,$380.73,"$5,192.87",Active,Y,2021-09-09
2608,"$36,261.43",GHFD65974420908916,4764343020568236,357,American Express,01/24,"$26,180.91",$75.91,Closed,Y,2021-09-12
2608,$47.27,LOVB64623701284795,180030113106495,875,VISA 16 digit,08/23,$258.58,$1.79,Active,N,2021-09-15
5633,$56.14,YKIS73979371143753,30400323953378,387,Mastercard,09/23,$353.06,"$19,422.26",Dormant,Y,2021-09-09
5633,$2.58,CTKP25893725313672,4863436121651002649,182,American Express,06/26,$272.64,"$9,491.65",Closed,N,2021-08-28
6339,$920.80,TSBI77230705721126,3513598344570988,888,American Express,09/22,$2.18,$10.08,Active,Y,2021-09-08
6339,$149.77,EBNN32521029294382,4583069024970481130,084,Mastercard,02/22,"$9,967.25",$16.02,Dormant,Y,2021-09-05
6339,$8.48,YIGA06198533080415,30009635676179,071,VISA 16 digit,05/23,"$93,993.77",$14.53,Dormant,N,2021-09-15
3860,"$6,993.85",TSYD81542944056752,3513005307083421,994,JCB 16 digit,03/27,$387.60,"$2,625.13",Dormant,N,2021-09-05
3860,$152.91,FXQQ26331899278412,373700994756652,122,Mastercard,07/26,$79.37,$35.62,Active,Y,2021-08-29
3860,"$3,051.32",TAEJ73299580386870,4105772311246018741,021,VISA 16 digit,06/26,"$19,643.98",$1.70,Active,N,2021-09-08
486,$6.81,JUNV44206515956312,4760069034847413616,317,JCB 16 digit,08/22,$371.84,"$85,630.33",Active,N,2021-09-08
486,$91.58,LFRT05168806281735,30527415783816,043,JCB 16 digit,11/24,$401.07,"$4,589.25",Active,N,2021-08-29
3042,"$15,990.05",YWAC81960840030504,4559295301905258841,042,JCB 16 digit,07/26,$0.88,"$18,326.96",Active,Y,2021-09-15
3042,"$5,886.88",PTVN49074687766883,6577081609854567,753,VISA 13 digit,07/26,"$95,828.76",$46.08,Active,N,2021-09-02
5544,$971.89,JTWJ62336529008900,3523059375177506,735,Mastercard,03/23,$5.65,"$7,096.28",Closed,Y,2021-09-02
5544,$88.47,MRNY37810627588474,213113721780017,569,VISA 16 digit,03/26,$93.09,$0.01,Active,N,2021-09-03
5544,$846.52,NTAX15726711310812,4602543015332,267,American Express,10/26,"$5,296.38",$62.98,Dormant,Y,2021-09-05
5544,$351.72,DVBH11121384997929,4958331999824997553,7418,JCB 16 digit,02/27,$80.98,$672.45,Closed,N,2021-08-30
5064,$6.88,HZTY68569840152820,4447378935636897,047,Maestro,09/24,$1.13,$10.62,Freezed,N,2021-09-07
5064,"$8,793.91",CHHR88778151537111,4936434224512584,9293,Diners Club / Carte Blanche,12/24,$3.63,"$75,615.60",Active,Y,2021-09-13
5064,$4.79,UPVE74172984829310,6011356226492056,103,JCB 16 digit,10/25,$47.30,"$6,555.65",Active,Y,2021-09-05
982,$8.88,CIIG79240974811413,4770840048213,593,American Express,07/22,$2.89,$87.65,Dormant,N,2021-09-15
982,$9.86,IHXK94391887752616,6556334146222920,275,Mastercard,12/26,"$30,727.73",$8.98,Dormant,N,2021-09-08
982,$3.14,NVDB37584670090355,4564215732778341057,873,VISA 19 digit,02/24,"$33,926.09",$113.71,Closed,Y,2021-08-28
9806,$37.31,JJOQ00569093535884,3511168371673097,939,American Express,08/25,"$7,976.92",$299.61,Active,Y,2021-09-15
9806,"$7,998.02",CSCE58259204955215,6011895534091571,988,JCB 16 digit,03/22,"$4,064.04","$6,274.08",Active,Y,2021-08-30
9806,$159.95,DJBV18705991465992,503841672945,2307,American Express,05/25,$9.44,$7.00,Active,Y,2021-09-03
9806,$34.24,DUEW44055785823735,6011802426037910,978,VISA 16 digit,11/25,$395.33,$550.42,Freezed,Y,2021-09-03
3950,$467.25,KHOZ17185932150490,38393144051575,684,JCB 16 digit,01/27,$18.31,$4.58,Active,Y,2021-09-14
3950,$19.84,WCAU33121909970816,213123806245836,072,Mastercard,10/26,$4.65,"$55,411.34",Dormant,Y,2021-08-29
3950,$14.64,OZOC63708754780959,4393922228361,1618,JCB 16 digit,06/24,$0.01,"$58,068.21",Active,Y,2021-09-12
9806,$3.92,DLWK06148646188555,213187596334548,002,American Express,09/21,$760.29,$83.74,Dormant,N,2021-09-01
9806,$7.15,LMZR32677778590222,4784521410249824,107,Maestro,01/24,$819.41,"$7,162.59",Active,Y,2021-09-05
