Acc_BBAN,Acc_IBAN,Account_Opened_Date,Balance,Customer_Id,Deposit_Type,Maturity_Amt,Principal_Amt,Status,Tenure
YUCH10325815282962,GB90FFOZ01414737217411,14-06-1990,"$8,055.23 ",32534,Recurring Deposit,$4.63 ,$92.57 ,Loan against TD,2-years
CKHN93513079056541,GB75GXCO02250478317055,16-06-2004,"$25,730.92 ",37354,Recurring Deposit,$43.13 ,$862.68 ,Matured,5-years
UJFQ68434945451939,GB78SPYO29705696117973,3/8/1994,$0.81 ,37354,Fixed Deposit,$314.74 ,"$6,294.80 ",Matured,1-year
RPTC95347779102029,GB60ULXD62254781602252,26-04-2010,"$99,230.52 ",134980,Recurring Deposit,$1.20 ,$23.99 ,Pre-Matured,5-years
HLMJ07407423205529,GB48GNEK56149714292511,18-07-1986,"$9,663.30 ",134980,Fixed Deposit,$5.00 ,$99.94 ,Matured,3-years
XXVL09499121386584,GB73DGJV57710744712456,8/11/2006,$270.00 ,147691,Fixed Deposit,$40.08 ,$801.62 ,Matured,4-years
BKJZ21865777739523,GB38MGMM96421114904834,1/12/1971,"$2,643.26 ",170330,Recurring Deposit,$4.81 ,$96.25 ,Loan against TD,1-year
XRIN96728827638368,GB81YVLS30223034581172,27-06-1972,$78.73 ,52581,Fixed Deposit,$10.73 ,$214.69 ,Pre-Matured,3-years
THWS05295573790426,GB79EMHQ92200129805629,11/12/1997,"$8,099.64 ",52581,Recurring Deposit,$0.43 ,$8.51 ,Pre-Matured,5-years
ARQM11164759826974,GB03GSWC16702305877155,13-02-2004,$24.53 ,159622,Fixed Deposit,$0.23 ,$4.63 ,Matured,3-years
HNCL33116707948372,GB64MGCW12233248569020,17-04-2008,$2.05 ,159622,Recurring Deposit,$163.37 ,"$3,267.47 ",Matured,3-years
ILIH83982186681807,GB75QNKZ01373740366719,4/1/2016,$548.32 ,10356,Recurring Deposit,$3.29 ,$65.77 ,Matured,4-years
QRER96681884274833,GB02YXID39002555783877,16-11-2008,"$85,063.42 ",154243,Recurring Deposit,$0.20 ,$4.05 ,Loan against TD,5-years
EDFH25902338926728,GB49WZCT89817537155085,12/3/2009,$9.67 ,154243,Recurring Deposit,$35.24 ,$704.81 ,Matured,1-year
WWWV72551969873499,GB23PYUV18649592539844,30-08-1997,"$28,325.64 ",52623,Recurring Deposit,$35.81 ,$716.14 ,Pre-Matured,5-years
DTEQ04511160329441,GB70WGYP56487302027118,25-03-2005,"$9,047.70 ",115163,Recurring Deposit,$0.11 ,$2.17 ,Pre-Matured,5-years
JTCC11079855069025,GB18KMOR64963314469842,20-01-1980,$543.75 ,153997,Fixed Deposit,$6.44 ,$128.79 ,Pre-Matured,1-year
IGMZ26980241910875,GB66MOEB88640728765546,4/5/1984,$102.69 ,153997,Fixed Deposit,$0.17 ,$3.33 ,Matured,3-years
QYOJ98238180386184,GB42AMEM30656305913116,21-01-1988,"$85,834.44 ",77239,Recurring Deposit,"$3,712.14 ","$74,242.84 ",Pre-Matured,4-years
XASC08573107189846,GB50OKYE91760405069087,12/7/2001,"$6,155.42 ",181017,Fixed Deposit,$18.15 ,$363.00 ,Matured,4-years
LRXR24857198143527,GB29LVQQ30608186102581,5/8/2023,$434.71 ,181017,Recurring Deposit,$583.30 ,"$11,666.00 ",Matured,2-years
ORAO86005571257268,GB39WXFT73553548780395,20-10-2025,$3.86 ,97040,Recurring Deposit,"$2,500.11 ","$50,002.24 ",Loan against TD,5-years
QWUI93655462770900,GB16DZJO22005457519330,18-04-2013,$729.62 ,106910,Recurring Deposit,$0.12 ,$2.41 ,Loan against TD,2-years
MIYD70726872397203,GB54MPWA89299214253234,14-01-2020,"$7,340.29 ",62490,Fixed Deposit,$20.26 ,$405.24 ,Loan against TD,1-year
HHBL94780432402213,GB07BXQT73215760998080,31-05-2023,"$5,145.77 ",102855,Fixed Deposit,$0.35 ,$6.98 ,Pre-Matured,2-years
OYNN41820276446215,GB64EXKC15603654468721,26-02-2017,"$26,556.41 ",139526,Fixed Deposit,$110.86 ,"$2,217.24 ",Pre-Matured,5-years
RONX46615535065432,GB20FRFN15472130724401,25-05-1988,$209.47 ,187954,Recurring Deposit,$0.18 ,$3.55 ,Pre-Matured,1-year
HQIZ14800614563811,GB50IFRC93159511776488,14-04-2015,$343.48 ,136831,Recurring Deposit,$312.26 ,"$6,245.13 ",Matured,4-years
YIVH11188134240728,GB55PIBB08987645150461,1/6/1970,$9.72 ,107288,Recurring Deposit,$210.06 ,"$4,201.22 ",Pre-Matured,1-year
PQQB40225074068800,GB76VMRG37752423342247,18-08-1975,$6.86 ,107288,Fixed Deposit,$45.01 ,$900.22 ,Pre-Matured,2-years
VRHH49646905791269,GB18YOAA17850286602489,20-07-1982,$20.02 ,28024,Fixed Deposit,$14.81 ,$296.23 ,Matured,2-years
SQKV10022133384951,GB58GZZQ27163973650478,29-11-2008,$1.90 ,136580,Fixed Deposit,$0.66 ,$13.15 ,Loan against TD,3-years
IGTF96332552642325,GB86ZDKP92203477569130,1/12/2019,$948.36 ,136580,Fixed Deposit,$244.03 ,"$4,880.63 ",Loan against TD,4-years
EYEN48034467124073,GB66NDSR45780669596879,31-12-1987,"$4,825.79 ",119513,Recurring Deposit,$0.36 ,$7.24 ,Pre-Matured,3-years
SHWM42882905332583,GB42NVTY77730488152026,20-09-2024,$3.28 ,143060,Recurring Deposit,$198.93 ,"$3,978.50 ",Pre-Matured,1-year
UHYC87387657186569,GB77PTFU91280275432528,6/8/1976,"$9,338.41 ",146191,Recurring Deposit,$85.39 ,"$1,707.84 ",Loan against TD,5-years
DKEE64120898521584,GB07JCDK51746827689915,18-03-1981,$60.30 ,146191,Fixed Deposit,$0.43 ,$8.52 ,Pre-Matured,5-years
RDKK56557985747256,GB53OOPF31470774113886,24-11-1982,$63.99 ,125068,Recurring Deposit,$565.03 ,"$11,300.65 ",Matured,2-years
YJTH90885560980877,GB58MLPV94146049024790,4/12/1971,$228.73 ,125068,Recurring Deposit,$0.76 ,$15.11 ,Matured,1-year
IFZY09147311007530,GB34OHZU11940152550004,19-11-1992,$766.39 ,80635,Recurring Deposit,$136.74 ,"$2,734.80 ",Pre-Matured,1-year
KWYL13094250444751,GB23NNLD96061822044762,12/6/1991,$615.84 ,80635,Recurring Deposit,$14.87 ,$297.30 ,Matured,2-years
TZNQ59927232239794,GB28BLGE65430200797905,26-12-1976,$7.14 ,64653,Fixed Deposit,$36.69 ,$733.75 ,Pre-Matured,5-years
WDMR89669822062161,GB24KQBY39291586050746,21-06-2005,$6.23 ,64653,Recurring Deposit,$185.47 ,"$3,709.34 ",Loan against TD,1-year
XGEK21713819147261,GB15PWOH16800996033839,1/7/2012,$0.21 ,138113,Fixed Deposit,$191.84 ,"$3,836.70 ",Matured,5-years
HBTO78952974103904,GB69UBKA60627573302196,4/12/1970,$75.61 ,138113,Fixed Deposit,$378.72 ,"$7,574.30 ",Loan against TD,1-year
ZTAT57082913150656,GB43ZNHX36882307324742,11/10/2020,$32.08 ,67759,Fixed Deposit,$0.48 ,$9.57 ,Pre-Matured,3-years
AJHO80850522235369,GB79OWHG88634015961550,3/6/2023,$86.73 ,52335,Recurring Deposit,$1.55 ,$30.91 ,Loan against TD,2-years
BKFO56306028256120,GB81YAZU59029550794538,13-12-2003,$745.15 ,52335,Fixed Deposit,$269.63 ,"$5,392.65 ",Loan against TD,1-year
EBER72124368633213,GB93BWRP59164016388599,6/1/1985,$685.42 ,70341,Recurring Deposit,$2.27 ,$45.48 ,Pre-Matured,2-years
DRMV94365520981906,GB82VNYG70672109297814,2/7/1989,$3.23 ,70341,Fixed Deposit,"$2,435.77 ","$48,715.37 ",Matured,4-years
CXVQ52001243173398,GB30QDVD65678884559413,6/1/1977,$56.20 ,178328,Fixed Deposit,$2.13 ,$42.66 ,Pre-Matured,5-years
XRSG58268620918885,GB28YVPR50312590711109,1/8/1991,$282.34 ,118060,Recurring Deposit,"$2,267.21 ","$45,344.25 ",Matured,4-years
RCVY85100756888049,GB67VNNA74216831822380,20-09-1976,"$68,374.62 ",118060,Recurring Deposit,$48.36 ,$967.14 ,Pre-Matured,1-year
GDGE20792945304202,GB96GSIV26879464917008,27-04-2002,$998.58 ,13052,Recurring Deposit,"$1,298.21 ","$25,964.12 ",Matured,5-years
JDTH90616034668858,GB56SBCW19070985379185,9/10/2023,"$26,664.34 ",192164,Fixed Deposit,$1.68 ,$33.60 ,Loan against TD,1-year
SLFQ56849521090029,GB76MYYZ59307631628848,24-10-1975,$7.40 ,45484,Fixed Deposit,$35.87 ,$717.45 ,Pre-Matured,5-years
THLG85405146295155,GB20PHER64375338905592,15-11-1979,$9.97 ,45484,Fixed Deposit,"$2,392.37 ","$47,847.41 ",Pre-Matured,1-year
YREX90724826729564,GB45FYXQ13904991472952,13-08-1997,$627.29 ,117957,Fixed Deposit,"$4,648.14 ","$92,962.82 ",Matured,3-years
AVZI74437435790838,GB24RDCT73133025174883,23-03-2000,"$9,321.81 ",117957,Fixed Deposit,$0.03 ,$0.58 ,Loan against TD,3-years
NZAZ32337407467733,GB85BMAK07530652152767,28-12-2016,$6.20 ,122555,Recurring Deposit,"$3,979.67 ","$79,593.36 ",Loan against TD,4-years
COPX27142817150574,GB78QZIK93690082380350,19-10-1981,$57.78 ,101939,Fixed Deposit,$43.59 ,$871.73 ,Loan against TD,4-years
DAXN71323089867546,GB18BOKN70608734455885,2/5/1984,"$68,244.00 ",167221,Recurring Deposit,$0.16 ,$3.18 ,Pre-Matured,1-year
HDQZ99965077060950,GB90WFPF21039364235012,1/8/1973,"$74,546.53 ",167221,Recurring Deposit,"$1,851.59 ","$37,031.77 ",Pre-Matured,2-years
CVRR23498810397376,GB87AHPB30601628940624,15-10-2017,$70.57 ,115524,Fixed Deposit,$21.50 ,$429.91 ,Matured,1-year
VXGD97133433522603,GB28MNOM17361301664939,13-08-2026,$2.30 ,176610,Recurring Deposit,$469.57 ,"$9,391.47 ",Pre-Matured,5-years
RWKR79239301183970,GB70CPPO96528996319857,3/4/2018,"$3,612.97 ",122294,Recurring Deposit,"$3,689.90 ","$73,797.97 ",Pre-Matured,3-years
AODO11989866675632,GB20RXFE93452353428853,24-01-1975,$582.80 ,157926,Recurring Deposit,$16.69 ,$333.79 ,Loan against TD,5-years
BATU05094688758084,GB58FZFN34295961565180,21-04-1998,"$7,688.94 ",157926,Recurring Deposit,"$2,416.25 ","$48,324.97 ",Matured,3-years
DBYD28741895185542,GB24JURD57001318358265,2/1/1971,$0.40 ,142642,Fixed Deposit,$0.15 ,$3.06 ,Pre-Matured,3-years
PIBW35617769809946,GB17NXTF28277659568120,3/1/2009,"$1,233.92 ",143641,Recurring Deposit,$1.71 ,$34.26 ,Loan against TD,5-years
TQRH16673742322318,GB06NLVM26877780164405,11/5/1977,$75.68 ,62212,Fixed Deposit,$47.97 ,$959.31 ,Pre-Matured,2-years
LBDB89849836345335,GB28XKNY54219262235725,10/11/2010,"$9,096.56 ",62212,Recurring Deposit,$36.71 ,$734.14 ,Loan against TD,5-years
BHSK56972635603512,GB17KXWS91563645926866,7/9/2008,$373.22 ,112170,Recurring Deposit,$0.42 ,$8.33 ,Matured,4-years
NPJI93222392807930,GB51LXKU30656072358141,24-08-1989,"$2,642.80 ",112170,Fixed Deposit,$28.56 ,$571.11 ,Matured,3-years
ZEKY75546151463569,GB37CJUI89035251946331,19-08-1982,$38.96 ,96822,Recurring Deposit,$405.31 ,"$8,106.22 ",Loan against TD,4-years
ILRP52025132934217,GB69PNHL37690744258045,18-06-2002,"$5,035.30 ",96822,Fixed Deposit,"$4,296.65 ","$85,933.06 ",Pre-Matured,4-years
CYBB79480108401561,GB65DGRT07940608928133,29-06-1985,$932.68 ,88143,Fixed Deposit,$2.04 ,$40.70 ,Loan against TD,1-year
KJBB26600537475657,GB48NRYN29925804098269,7/7/1985,"$9,466.48 ",88143,Recurring Deposit,$35.64 ,$712.72 ,Loan against TD,2-years
RKGE64505886610641,GB19HXVX51309893455777,3/12/1970,"$53,597.25 ",199723,Recurring Deposit,$0.09 ,$1.78 ,Loan against TD,1-year
EZPI00121567446830,GB36LRIC66932158381243,23-04-1997,"$8,531.53 ",199723,Recurring Deposit,$43.81 ,$876.13 ,Matured,1-year
SKUH40717690173145,GB12EJFM36358105689890,29-12-1998,$889.68 ,146733,Recurring Deposit,"$3,885.52 ","$77,710.49 ",Pre-Matured,4-years
WIMB47489698808612,GB59GQFC36811134161042,25-02-2013,"$22,934.98 ",146733,Recurring Deposit,$421.13 ,"$8,422.66 ",Matured,1-year
LQGK94725411820499,GB07MUDE14897788968257,29-11-1982,$257.82 ,66550,Fixed Deposit,$1.89 ,$37.70 ,Loan against TD,5-years
WMTW21176548932158,GB42ICJY85947827623159,22-03-2013,"$92,560.90 ",66550,Recurring Deposit,"$3,682.31 ","$73,646.16 ",Matured,5-years
RUVA79764966999956,GB89JIIY32505099831277,22-10-1975,"$20,551.02 ",163123,Fixed Deposit,$4.10 ,$81.93 ,Loan against TD,4-years
GXOY54961454621569,GB48TELN67227734391624,18-04-1986,"$20,483.70 ",163123,Recurring Deposit,"$4,832.47 ","$96,649.41 ",Matured,5-years
NAKC89889735948959,GB65NHLA40956919954283,13-01-2007,$7.93 ,10083,Fixed Deposit,$4.18 ,$83.62 ,Pre-Matured,3-years
XZOO52399408452898,GB53TFYM34158390835529,4/4/2008,$936.47 ,1482,Fixed Deposit,$33.02 ,$660.32 ,Loan against TD,5-years
DMZL57491044582195,GB77ESQA38951427436399,18-07-1990,$4.49 ,1482,Fixed Deposit,$406.63 ,"$8,132.51 ",Pre-Matured,5-years
YRZG65983107095600,GB85VHLR42767856576733,12/9/2001,$0.99 ,32107,Fixed Deposit,$24.01 ,$480.20 ,Matured,1-year
SRYK18093098795890,GB24CTBH45310706180183,28-08-1970,"$42,178.87 ",32107,Recurring Deposit,$316.65 ,"$6,333.02 ",Pre-Matured,4-years
QYHS93787177545918,GB14AFPL45153783103521,21-11-2000,"$7,351.27 ",157130,Recurring Deposit,$2.25 ,$45.03 ,Matured,2-years
AANG67783741676690,GB82NIDQ13241247476547,21-05-1988,"$2,514.36 ",157130,Fixed Deposit,$43.58 ,$871.54 ,Loan against TD,3-years
UKMH29982974880009,GB64DIVU86017991820118,9/4/1970,"$2,692.72 ",172620,Fixed Deposit,"$2,446.60 ","$48,931.98 ",Pre-Matured,5-years
NKDH20092550898231,GB97KPOX75321592115238,19-07-2014,"$2,993.26 ",172620,Fixed Deposit,$0.07 ,$1.41 ,Matured,1-year
HPOR17629618575029,GB59KDDZ35868895562558,17-06-2026,"$3,673.59 ",185199,Fixed Deposit,"$2,742.01 ","$54,840.24 ",Pre-Matured,5-years
JEWH76599615721822,GB30FORI15611229215896,25-02-2020,"$15,322.22 ",55173,Fixed Deposit,"$3,698.38 ","$73,967.65 ",Matured,2-years
DBXQ25107931065852,GB62XIBT26088169864204,23-10-1970,$5.02 ,75959,Fixed Deposit,"$2,900.93 ","$58,018.65 ",Loan against TD,1-year
DQKH57605098947975,GB54VGRK22875015064787,31-03-1979,"$64,105.39 ",24239,Recurring Deposit,"$4,651.21 ","$93,024.14 ",Matured,4-years
HPAO44213521502515,GB89TJII89579831417303,15-12-2001,$450.51 ,24239,Recurring Deposit,$20.46 ,$409.28 ,Matured,3-years
SPGD69772747996725,GB74VUJL39990642517138,14-10-2010,$882.15 ,198135,Recurring Deposit,$20.14 ,$402.77 ,Pre-Matured,2-years
EMZM39546835218617,GB30PMWM87855034283366,15-02-1994,$67.77 ,198135,Recurring Deposit,$251.36 ,"$5,027.12 ",Pre-Matured,3-years
ULDN67086743516987,GB64EVZN77346730075212,15-09-2010,$7.10 ,62449,Recurring Deposit,$71.20 ,"$1,423.92 ",Matured,1-year
TGXZ32060829003347,GB92MOYS08141602295612,6/1/2005,$24.58 ,62449,Fixed Deposit,$438.85 ,"$8,776.92 ",Matured,4-years
LJLI32330055104643,GB37LLIA03150211885278,6/9/2010,"$2,550.82 ",190783,Fixed Deposit,$0.38 ,$7.51 ,Matured,4-years
NREI94588809419181,GB47XURM14256526373025,24-03-2020,"$4,043.59 ",101622,Recurring Deposit,"$3,636.13 ","$72,722.53 ",Loan against TD,4-years
LRNL91077235231701,GB77LYVN74725612632445,30-10-2000,$540.67 ,155491,Fixed Deposit,$398.93 ,"$7,978.52 ",Matured,1-year
FVOT30637471686213,GB14YNYJ25551531042885,14-10-1996,"$32,446.87 ",155491,Recurring Deposit,$0.17 ,$3.47 ,Pre-Matured,1-year
EVSP75819155843781,GB68ACZC20237025052857,22-05-1971,$37.26 ,5770,Recurring Deposit,$7.94 ,$158.75 ,Pre-Matured,2-years
CACS17811301578783,GB52XINS27821511176289,20-09-2004,"$6,238.46 ",5770,Fixed Deposit,$27.31 ,$546.29 ,Matured,2-years
KLXL18614128274710,GB89JUJU21950051723858,30-06-2024,"$9,822.41 ",62667,Fixed Deposit,$420.34 ,"$8,406.79 ",Matured,1-year
RDJI47563062368248,GB98FBLC33057298945833,20-07-2014,$19.99 ,74103,Recurring Deposit,"$1,723.82 ","$34,476.34 ",Loan against TD,5-years
VLUG09542884277575,GB62TQKL91598516267793,27-01-2020,"$75,565.97 ",75078,Fixed Deposit,$127.69 ,"$2,553.75 ",Loan against TD,1-year
DAXK52657310181043,GB15FRMF52885742647445,13-07-1970,$9.95 ,75078,Fixed Deposit,"$3,444.17 ","$68,883.45 ",Matured,2-years
JLVS02702530100088,GB27DPXH85935772471400,22-05-2016,$28.69 ,2974,Fixed Deposit,"$3,173.39 ","$63,467.83 ",Loan against TD,1-year
SMEZ34850831181446,GB66XWOM80022959095317,8/5/1972,$15.11 ,2974,Fixed Deposit,$0.37 ,$7.32 ,Pre-Matured,3-years
DQLV30398637579514,GB60AUZB62847042454177,1/8/1981,"$66,623.92 ",4991,Fixed Deposit,$29.72 ,$594.45 ,Pre-Matured,5-years
BPAL42108889786191,GB60EIVB39276737566222,7/1/2017,$6.86 ,189510,Fixed Deposit,$0.46 ,$9.10 ,Pre-Matured,1-year
JOON71352343612256,GB78VSGL22094437056475,23-09-2018,"$4,997.99 ",189510,Recurring Deposit,$2.95 ,$58.94 ,Loan against TD,3-years
AMGV33309019838906,GB44APMW76690508413097,16-04-1972,"$8,907.33 ",96461,Recurring Deposit,$11.31 ,$226.10 ,Loan against TD,5-years
DAWG96213228766486,GB68YKNO47007284431091,23-09-1998,"$6,317.42 ",12415,Fixed Deposit,"$2,807.80 ","$56,155.90 ",Pre-Matured,4-years
WFMG96511735229987,GB67HAXZ44023766195044,4/5/2002,$68.37 ,12415,Fixed Deposit,$4.94 ,$98.80 ,Matured,3-years
POJB24923659391744,GB61BJCR73968465235082,26-12-1986,$75.57 ,2483,Recurring Deposit,$475.05 ,"$9,500.94 ",Loan against TD,5-years
XWDZ92585210816443,GB50ORTZ16895259540340,7/6/2013,$527.31 ,2483,Recurring Deposit,$156.05 ,"$3,121.04 ",Pre-Matured,2-years
YHZE92225467523476,GB89JYNN11906735006425,20-05-1982,$58.70 ,178970,Recurring Deposit,$31.51 ,$630.11 ,Loan against TD,3-years
HLXG14927232034173,GB40LPOU32271518234136,25-11-1984,$842.99 ,178970,Recurring Deposit,$2.56 ,$51.20 ,Pre-Matured,5-years
ZPWN63776475383809,GB92PXNH30569208860912,17-07-2005,"$68,819.42 ",129532,Recurring Deposit,$0.77 ,$15.40 ,Matured,4-years
RMTP77260603556438,GB91CJAZ77204882951354,19-03-2009,$519.30 ,129532,Recurring Deposit,$456.02 ,"$9,120.37 ",Pre-Matured,4-years
GPAX60243852226344,GB39ANKD88680005808445,15-06-2002,$42.57 ,167308,Recurring Deposit,$0.53 ,$10.67 ,Loan against TD,4-years
QYAA04981271962901,GB90XRXX37076577309875,3/3/2023,"$1,503.21 ",11782,Fixed Deposit,$321.61 ,"$6,432.29 ",Pre-Matured,2-years
BFUZ84685694731005,GB41DACT78964288150349,19-05-1974,$1.21 ,11782,Recurring Deposit,$0.21 ,$4.26 ,Loan against TD,2-years
LZGG69538580939884,GB92LNTZ93518459966259,5/7/2003,"$4,275.48 ",121201,Fixed Deposit,$0.38 ,$7.51 ,Loan against TD,4-years
RPIU25724832702814,GB81VEAB03231277732555,24-11-1982,"$6,219.22 ",110898,Recurring Deposit,$1.62 ,$32.43 ,Pre-Matured,4-years
TKBV97333329601331,GB02UIBK03610967106447,3/5/1984,"$21,575.01 ",37603,Fixed Deposit,$0.37 ,$7.41 ,Loan against TD,4-years
WYEA20955664679474,GB03PBGR97861662053237,10/7/1982,$35.82 ,37603,Fixed Deposit,$959.24 ,"$19,184.79 ",Loan against TD,3-years
JJFV60429635934646,GB93YIYE64729527160379,29-08-1990,$3.35 ,78806,Fixed Deposit,$24.23 ,$484.57 ,Matured,2-years
EDQB33188278261716,GB87SXAX06231491602243,9/8/1999,"$14,189.46 ",122453,Recurring Deposit,"$2,894.14 ","$57,882.71 ",Matured,1-year
KAFV11620225638512,GB25TSCB72162570635539,11/5/1972,$3.11 ,122453,Fixed Deposit,$0.01 ,$0.25 ,Matured,3-years
EXYF22475878891528,GB70YEUY75350410907309,19-05-1991,$2.22 ,116290,Recurring Deposit,"$1,132.05 ","$22,640.91 ",Matured,2-years
VHCY04243005456825,GB41DDBU47398131789231,30-12-2014,$23.96 ,61293,Fixed Deposit,$0.42 ,$8.38 ,Pre-Matured,1-year
KKZO49382760105888,GB68MLBO17831007707301,25-05-1979,"$7,663.63 ",61293,Recurring Deposit,"$3,929.84 ","$78,596.70 ",Loan against TD,3-years
KEHJ52439538802276,GB42CGMN77492900881977,6/4/1989,$89.50 ,73458,Fixed Deposit,$29.00 ,$580.02 ,Pre-Matured,2-years
DRYK72076222455425,GB77QNCP66027386084014,1/7/2009,$52.06 ,45706,Fixed Deposit,$15.99 ,$319.79 ,Loan against TD,3-years
KWZQ46198256638303,GB23ENDD91967402363776,17-04-2011,"$82,451.06 ",45706,Recurring Deposit,$26.78 ,$535.51 ,Matured,2-years
NTKV35739716814811,GB48IYPL58767391672274,29-08-1978,$814.51 ,174232,Fixed Deposit,$0.48 ,$9.64 ,Pre-Matured,3-years
DLDF76567959440326,GB27LTPT17481064782588,30-12-2005,"$5,715.57 ",160675,Fixed Deposit,"$1,585.35 ","$31,706.92 ",Matured,1-year
FKDU72251489755896,GB82LEUU07494735808161,28-06-1990,$8.93 ,138895,Fixed Deposit,$0.49 ,$9.81 ,Pre-Matured,1-year
HLMX41665751078291,GB51PWND94902777858353,20-07-2007,$9.37 ,10612,Fixed Deposit,"$4,920.40 ","$98,407.98 ",Matured,4-years
VRIG50046796313280,GB06MSGF46878709504181,17-09-2010,"$82,056.23 ",10612,Recurring Deposit,$347.66 ,"$6,953.18 ",Matured,3-years
RIXO82548844978418,GB70APBF06187051891510,7/7/2006,$6.21 ,81399,Fixed Deposit,$0.06 ,$1.14 ,Loan against TD,1-year
SSMB17624612016744,GB29LUPB20621604126152,17-06-1998,$2.38 ,81399,Fixed Deposit,$284.29 ,"$5,685.89 ",Loan against TD,2-years
QLPF98979327298957,GB96GHXN96078502605539,12/9/2001,$9.63 ,61807,Fixed Deposit,$0.29 ,$5.86 ,Matured,1-year
DQYL94954581197941,GB70AOJS99998230711155,3/3/2003,$286.42 ,114297,Recurring Deposit,$954.22 ,"$19,084.40 ",Matured,5-years
ZDWE63469890216767,GB73MAVW97159797114963,8/12/2026,"$97,540.62 ",114297,Recurring Deposit,$6.56 ,$131.13 ,Loan against TD,4-years
JJWU69449353823242,GB84DIGJ93118362689649,15-03-2000,$3.29 ,57771,Recurring Deposit,$0.07 ,$1.39 ,Loan against TD,5-years
FCGF03697385703526,GB83WTUG98897304581882,12/3/2009,$6.43 ,57771,Recurring Deposit,$0.25 ,$5.06 ,Loan against TD,1-year
YVUG83154496552807,GB64XRUM77523486831908,19-11-1983,$0.91 ,157814,Fixed Deposit,$4.81 ,$96.22 ,Pre-Matured,2-years
MOFL51163621813741,GB24FCSU89802195621385,26-07-2014,$66.38 ,151761,Fixed Deposit,$42.25 ,$844.94 ,Loan against TD,5-years
OXIC33925552402354,GB41QOQT56989072778824,22-12-2016,"$6,563.38 ",151761,Fixed Deposit,$11.08 ,$221.52 ,Matured,1-year
JQVV09064256732131,GB84OZSZ11346009042399,20-03-1984,$210.51 ,68377,Fixed Deposit,$114.06 ,"$2,281.21 ",Pre-Matured,3-years
AOHV95558572702544,GB58APOA75141850813018,16-06-1994,"$3,155.63 ",68377,Recurring Deposit,$32.85 ,$657.02 ,Loan against TD,5-years
UHDD65422890748400,GB37IZXK72829908595615,6/6/2023,"$9,017.24 ",80158,Fixed Deposit,"$4,873.13 ","$97,462.54 ",Matured,2-years
YFNR72831154731010,GB59ATLA73155583097789,15-07-1971,"$20,575.50 ",37880,Fixed Deposit,$415.81 ,"$8,316.19 ",Loan against TD,2-years
EUCD21723995865358,GB23SBCX92450849987628,19-10-2003,$6.57 ,37880,Fixed Deposit,$86.18 ,"$1,723.69 ",Loan against TD,1-year
KQOF72822592173223,GB30MLJK94745980949194,7/3/1989,$7.54 ,21069,Recurring Deposit,"$1,127.11 ","$22,542.11 ",Matured,5-years
RQCI20372739436214,GB96DPLD26057167597948,2/4/1975,"$81,206.77 ",21069,Recurring Deposit,"$1,945.23 ","$38,904.59 ",Loan against TD,5-years
NFTJ99276689832680,GB39AWVA43777147271552,24-10-2005,$218.77 ,3593,Recurring Deposit,"$2,515.65 ","$50,313.02 ",Loan against TD,5-years
CYGI91504890242031,GB78TMXS03340268443692,6/3/2008,"$44,808.99 ",3593,Recurring Deposit,$393.57 ,"$7,871.49 ",Pre-Matured,2-years
BILH98510384582103,GB69WSEO06978632811685,11/12/1989,$21.44 ,177405,Fixed Deposit,$2.62 ,$52.38 ,Loan against TD,2-years
UGYT52714316407022,GB37YMPT62153829058058,31-01-1996,$4.09 ,187154,Recurring Deposit,$3.72 ,$74.49 ,Pre-Matured,3-years
LWPL76735499344460,GB60UIRB69147581713147,15-06-1981,$0.64 ,187154,Fixed Deposit,$397.47 ,"$7,949.45 ",Matured,2-years
RNWY29923645562904,GB92XDID88896100513289,1/1/2011,$77.78 ,166526,Fixed Deposit,$2.83 ,$56.52 ,Matured,3-years
OXYQ01295802516883,GB08ZOMW60033929288174,29-08-2008,$609.00 ,166526,Fixed Deposit,"$2,977.56 ","$59,551.16 ",Matured,2-years
KKUY84424036260331,GB09GFVS55576168297959,16-12-1995,$0.75 ,104966,Recurring Deposit,$508.48 ,"$10,169.50 ",Loan against TD,4-years
ILIS45114176636715,GB97UIMF20226563166525,16-12-2001,$6.86 ,104966,Recurring Deposit,"$4,439.58 ","$88,791.58 ",Loan against TD,1-year
RAZJ64646188924621,GB55QZXK23650603905582,5/12/1981,$76.15 ,192248,Fixed Deposit,$40.58 ,$811.61 ,Matured,4-years
IUSU76645616826531,GB31RWPK33599983353605,28-11-2003,"$8,322.56 ",107929,Recurring Deposit,$4.26 ,$85.21 ,Loan against TD,1-year
UHYY52621438900331,GB61MFVV73105922870272,18-04-2026,"$14,460.31 ",107929,Fixed Deposit,"$1,383.98 ","$27,679.58 ",Matured,4-years
YDRM32976422385926,GB67VAPI59676079931708,10/9/1989,"$9,394.89 ",114118,Recurring Deposit,$38.73 ,$774.59 ,Matured,1-year
RFEN89087863160874,GB90KNTI40249180285482,10/8/1985,$7.09 ,114118,Recurring Deposit,$0.31 ,$6.29 ,Pre-Matured,4-years
BFLD31491313280542,GB34AAJN34130769639567,12/11/1988,$8.89 ,141155,Fixed Deposit,$0.38 ,$7.56 ,Loan against TD,1-year
ZZMP48971784674943,GB06FNNF96999509311235,17-03-1975,$20.92 ,69294,Recurring Deposit,$616.38 ,"$12,327.54 ",Loan against TD,1-year
