Loan ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Customer Id,Direct_debit_status,Acc_IBAN,Acc_BBAN
41985b07-eeb1-4d90-819f-3392f506ea2f,Charged Off,788326,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,36388.61,22,42,28,0,565820,1353638,0,0,160416,Yes,GB02CCGO14047258922575,QIQL97699243069926
319ada04-060d-4770-9385-5a567604deee,Fully Paid,336732,Short Term,738,1970072,10+ years,Home Mortgage,Debt Consolidation,35789.54,14.6,,14,0,464987,749892,0,0,110091,Yes,GB89PVNP06897237331811,VTKB75519716779197
9aebbf95-66a2-4c41-a831-8bfe5b9e0001,Fully Paid,107932,Short Term,735,1211782,6 years,Home Mortgage,Home Improvements,28173.96,28.5,,9,0,521322,658988,0,0,174136,No,GB64QKBY45245822097006,IFSP94650661936153
590282b6-b617-4c7f-94af-0c901dfad8cf,Fully Paid,346060,Long Term,711,765833,10+ years,Home Mortgage,Debt Consolidation,13402.03,21.1,16,9,1,61788,123354,1,0,96983,No,GB72TCTO06005290596640,DTYU92379917004484
a5b1474b-6038-4aab-bef3-54fafadc79b7,Fully Paid,217888,Short Term,735,1223144,8 years,Rent,Debt Consolidation,9163.51,10.8,,8,0,117952,207570,0,0,87359,No,GB32JLAV62081840441286,VBFN72002279423475
7967c4fb-6ccc-4919-a8ce-cff4e9ef3343,Fully Paid,99999999,Short Term,738,934800,10+ years,Rent,Debt Consolidation,4806.43,27.8,20,13,0,25536,151646,0,0,74510,Yes,GB68TVQM38978478922603,VJGQ91941041402059
5133b63f-5a06-4e81-9199-72220cfc4e9c,Fully Paid,99999999,Short Term,745,681226,2 years,Rent,Debt Consolidation,8095.33,12.7,,9,0,173812,322520,0,0,44348,No,GB93ULKE83054554175268,EPYF66179969747672
656ed1dc-227b-4b09-a305-51f1b57bf92f,Charged Off,216524,Long Term,688,934990,4 years,Rent,Debt Consolidation,16050.63,11,13,10,0,113373,314072,0,0,21030,Yes,GB77ISKL66998842137483,YJQU06335954835175
3e8fb50d-e619-481c-843e-b489e16eae03,Charged Off,261448,Long Term,7190,940785,1 year,Rent,Debt Consolidation,11681.39,13.3,20,15,0,237937,683672,0,0,105644,No,GB36PWNF55379911343168,VISB04426031204706
ded90ca9-ee05-41e3-a686-7c4693752dcf,Charged Off,430804,Long Term,738,1130120,10+ years,Home Mortgage,Debt Consolidation,8711.31,18.5,,9,0,383667,789052,0,0,71784,No,GB04SQFF41507769580253,GWJW04431069577012
ef6f4c98-68d2-4109-a3d6-5c9c5157d5ac,Charged Off,163878,Short Term,7410,1439402,7 years,Home Mortgage,Debt Consolidation,14034.16,11,18,7,0,110865,186604,0,0,53405,No,GB59LXJW80726010488510,HIAR99509739613382
fb3cce7b-308f-4c0a-9e63-77ba2934147e,Fully Paid,227546,Short Term,709,561450,6 years,Rent,Debt Consolidation,16141.64,17.3,54,10,4,269667,374858,1,3,27042,Yes,GB03XQEJ58276302215249,SSCG00723177373153
f949eedd-5c6a-4dac-b833-8b3b54757b68,Fully Paid,560516,Short Term,652,1374897,4 years,Home Mortgage,Debt Consolidation,25160.75,22.2,,15,0,354483,862290,0,0,33122,Yes,GB20NGSI40095719205044,BMXQ64630171314935
202333cb-4791-4bf5-8605-518d2472735d,Fully Paid,470316,Long Term,719,2393487,2 years,Own Home,Debt Consolidation,27126.11,34.1,,7,0,726484,1055450,0,0,125787,Yes,GB05QFOX01214068004487,FJWO05325492697282
67e8d085-3697-4786-a594-49c4d02fb4fa,Charged Off,190784,Short Term,7040,711455,6 years,Rent,Debt Consolidation,5015.81,16.1,,6,0,145825,182138,0,0,143311,No,GB90VCPZ74317293861591,BQBN19165873287571
2f852621-31da-41e1-a6e7-3f43e321db26,Charged Off,395846,Long Term,725,829597,1 year,Rent,Debt Consolidation,18251.02,27.7,,10,1,273847,461560,1,0,133940,Yes,GB48NBRW20268914158171,IKAE10017662293967
05d79aad-6272-443e-8c31-04c043e4333f,Charged Off,450120,Long Term,673,981578,10+ years,Rent,Debt Consolidation,19467.78,16.5,,15,0,515394,1143230,0,0,40376,Yes,GB17MDUX34495028015682,ICGY67952947393037
914dee8f-17d2-46a0-a221-1d9fe3fa81d5,Fully Paid,99999999,Long Term,725,1698885,7 years,Home Mortgage,Debt Consolidation,29164.24,13.1,,10,0,589988,898876,0,0,100359,Yes,GB95URPN66768612579405,AWHY53621580377610
0c6b672f-34d6-423d-9c81-f88f2a4689ad,Charged Off,399014,Short Term,722,2909945,2 years,Home Mortgage,Home Improvements,51409.06,12.8,42,12,0,938923,1248192,0,0,14654,No,GB61UFPK32242963618123,BOVU89345034758117
531076c3-61df-42da-8d62-1510fbfef060,Charged Off,116710,Short Term,,,9 years,Own Home,Debt Consolidation,10125.67,13.1,68,12,0,914812,2021470,0,0,146998,No,GB40MEHY56766587484546,YDLT95269101833386
da854835-ba97-45d2-a5a1-d42368dd6468,Fully Paid,270402,Long Term,690,1044373,10+ years,Own Home,Debt Consolidation,17928.21,21,,12,0,258305,441144,0,0,3008,No,GB23NTOU09371561983055,HEYF29007507002069
ceb18d2f-9fff-414f-8d04-1d0f6c700b00,Fully Paid,129184,Short Term,735,948366,1 year,Own Home,Buy a Car,9088.46,17,50,9,0,332139,467280,0,0,103932,Yes,GB69CQAR19238861077952,VMAI69332800614820
ca910ec8-7a83-4d65-a784-1c345594e073,Charged Off,247500,Long Term,664,1347955,7 years,Rent,Debt Consolidation,2976.73,10.6,,4,0,98534,131604,0,0,80796,Yes,GB73TCOC06437626614548,VIII24309557212678
c2745a65-c744-4854-bea5-c7c74e85c4af,Fully Paid,99999999,Short Term,702,1385480,2 years,Home Mortgage,Business Loan,14893.91,24.6,47,8,0,234973,305382,0,0,176699,No,GB54IFET65326121939034,APNZ10523041899410
de61ec5e-52b6-47ad-9cc0-cb70951097da,Charged Off,396792,Long Term,6690,875748,6 years,Home Mortgage,Debt Consolidation,22404.42,9.7,7,10,0,311372,785466,0,0,15021,Yes,GB04DTNN23594231365164,VMRY71823061989650
6edfbe6d-979d-49d8-9fc8-63112947481a,Fully Paid,109582,Short Term,744,813903,2 years,Rent,Debt Consolidation,11665.81,8.7,,6,0,16910,89760,0,0,88547,No,GB18MCJL09445580005699,EJWR00411558039221
7377c718-01d7-452b-b8f8-b25fb50b1332,Fully Paid,99999999,Long Term,739,1461689,10+ years,Home Mortgage,Debt Consolidation,21072.71,34,,11,0,612731,1204544,0,0,126157,Yes,GB23RPKL12998253057534,JZBT99825608625147
c527736a-cd53-4668-b5ad-11064a84d486,Fully Paid,264924,Short Term,,,2 years,Rent,Debt Consolidation,12297.94,20,36,6,0,132924,249480,0,0,70991,Yes,GB14AJEA91674378470644,YRMF73276438847758
01cfe452-6e45-4068-a6a3-ee91db9adfed,Fully Paid,391314,Short Term,735,762660,1 year,Rent,Debt Consolidation,15062.63,13,,18,0,351633,962522,0,0,181942,Yes,GB51VOVA06568304064936,ZSZR73267039482673
f21ec3e4-2064-47b9-bdb4-f85546944d82,Fully Paid,520454,Long Term,716,1323825,5 years,Home Mortgage,Debt Consolidation,24049.63,12.8,,9,0,441009,622732,0,0,141767,No,GB59NEUT86183702639166,COSA04094841096406
a4d78930-1458-463b-b268-b05429acc840,Fully Paid,330792,Long Term,733,1885522,10+ years,Home Mortgage,Debt Consolidation,20897.72,31.4,,13,1,138130,443058,1,0,172279,Yes,GB30FDQG14836749813972,BIBW65875316541822
bd04c711-a9a6-4859-ab59-977a944b2f86,Fully Paid,99999999,Short Term,748,1576411,5 years,Rent,Debt Consolidation,26404.68,15,,15,0,310118,712492,0,0,97079,Yes,GB54MMZD91913503051911,YLHW61079446015356
8359903a-29b3-4ec4-904e-9a84b7fd8770,Fully Paid,99999999,Short Term,746,1580116,6 years,Rent,Debt Consolidation,25150.3,18.9,,6,1,465785,887062,1,0,199512,No,GB97UMHS00852440158430,MKNV71770962656704
ba161d28-c8ba-46de-be77-1eb732b78e4f,Fully Paid,222530,Short Term,690,595783,,Own Home,Debt Consolidation,17327.05,19.5,,9,0,385757,685058,0,0,57161,No,GB80DESR11020593352447,GVNJ33053218773413
1355b507-2f9d-4787-a2c6-a087bb56d35b,Charged Off,446820,Short Term,715,1254228,1 year,Rent,Debt Consolidation,6427.89,16.5,,3,0,110903,214390,0,0,21718,No,GB89ZBVU24335966545092,EWES07732443238432
6638cd3d-7c5e-4038-b60e-64e78ee0534f,Fully Paid,79530,Short Term,691,953990,7 years,Rent,Debt Consolidation,27029.78,19,42,10,0,371906,563640,0,0,160606,Yes,GB56HFLI64389943036696,PSBY41131008023857
9657283f-9b9d-4f43-bfeb-69e2d9bfee51,Charged Off,262988,Short Term,7210,794960,3 years,Rent,Debt Consolidation,18880.49,15.4,81,6,0,30267,87626,0,0,90442,Yes,GB47KQOM20695320247870,DDHF78507716597595
ed671727-14ad-4da8-9f37-fb8cce3c97f0,Charged Off,110814,Short Term,742,459325,4 years,Own Home,Debt Consolidation,8306.23,7.9,43,15,0,125153,296956,0,0,49058,Yes,GB70KWEY20142949963421,TJBH97585017002526
3153d5b4-5e26-42bb-92d9-9d3cedc703a1,Fully Paid,385308,Long Term,678,1823715,6 years,Rent,other,6914.86,13,18,21,0,48944,57244,0,0,93090,No,GB38YVDO51121920441258,RICR90791746652819
915a3d53-e021-4a0b-a925-70298c925696,Fully Paid,158620,Short Term,694,475665,5 years,Own Home,Home Improvements,3900.51,9.8,31,11,0,84835,383724,0,0,187885,Yes,GB68URWJ97854263579283,XAZX13423033098519
d3b228ea-a4d1-4af7-9da9-511d2bd31564,Fully Paid,768856,Long Term,,,< 1 year,Rent,Debt Consolidation,59285.89,11.4,,20,0,408082,806322,0,0,103819,No,GB26TYGO20888327829017,KOUX76829497257624
faff168a-96e7-4cff-bfa6-7d4a4504a2e2,Fully Paid,146366,Short Term,724,816753,4 years,Rent,Other,13864.3,12.8,,12,0,168454,263560,0,0,124269,Yes,GB08FHQX67997281273550,PHAL79270931370704
2b59015b-ffae-45b3-8fb4-527751e34b1c,Fully Paid,435512,Short Term,745,1128372,10+ years,Home Mortgage,Debt Consolidation,16925.58,27,,9,0,242801,594396,0,0,19913,No,GB56OOHM58991241989171,UGVW40585899370687
08ec4d2f-cd15-4cec-88cb-6edbb8c4ac5c,Fully Paid,130944,Short Term,720,584288,1 year,Rent,wedding,9835.54,10.4,,4,0,43605,157322,0,0,8323,No,GB33QJOQ46046628326893,XGSH76407032171005
c9a8f33a-203f-4887-8568-b095255d0a57,Fully Paid,134684,Short Term,735,579899,4 years,Rent,Debt Consolidation,7345.4,10.6,38,5,0,30115,65032,0,0,46376,No,GB71GNSM58118448765829,FQYG53068465049903
af2596d0-b730-41e1-8399-f068aef4f3fe,Fully Paid,352220,Short Term,750,2129273,8 years,Home Mortgage,Home Improvements,10859.26,20.7,68,12,0,289180,667018,0,0,144484,No,GB24JRIN15777430407300,HBWR90621603960760
9ffe0ffc-0f15-4c86-a330-50c25dd58c42,Charged Off,133012,Long Term,7170,1194606,7 years,Rent,Buy a Car,12712.71,16.4,56,9,0,119586,387904,0,0,40306,Yes,GB34LJBK16965355709606,VUFK23407163553085
171756e9-6824-4c0f-9641-f0f56dd96f26,Charged Off,260260,Long Term,7300,1236197,7 years,Home Mortgage,Debt Consolidation,21015.33,12.8,30,10,0,121106,308198,0,0,115751,Yes,GB81OWYT78965835456427,ZCOB75379088622741
6b58bc47-05ec-4b44-8d8e-cde7212fcad5,Fully Paid,769230,Long Term,691,2799707,< 1 year,Home Mortgage,Debt Consolidation,63459.81,17,,18,0,633536,1047926,0,0,44305,Yes,GB17XCJZ84072846507800,VDXX45921706502259
51986343-1800-466d-adf9-e89271b8caff,Fully Paid,360052,Short Term,719,721582,10+ years,Home Mortgage,Debt Consolidation,13529.71,17,,6,0,354730,416130,0,0,183919,Yes,GB63XKMD41040529001639,EXNP49762372533577
e311be8d-c1dd-446c-bbee-d33169fac081,Fully Paid,524524,Short Term,,,5 years,Home Mortgage,Debt Consolidation,15892.36,15.4,,12,0,449236,959706,0,0,28163,Yes,GB88AHAO82460927821575,CJJZ22527695355795
64e03138-b7a6-4b7b-aa6d-75e5b939310c,Fully Paid,259028,Long Term,698,2469753,1 year,Home Mortgage,Debt Consolidation,22227.72,8.4,68,10,0,250705,468204,0,0,67387,No,GB37UUSE16520479069935,GWCR56087998243584
b931aca3-fd26-48ab-b3b9-cf44e9afa892,Fully Paid,267542,Short Term,746,1578881,1 year,Rent,Debt Consolidation,15657.33,10,71,11,0,195966,387882,0,0,15854,No,GB62BSYJ84084310997036,OEFZ64512276539335
5464397a-7498-4bb5-9109-d5eadc738696,Charged Off,174438,Short Term,,,10+ years,Home Mortgage,other,9476.63,17,,5,0,84265,109032,0,0,44435,Yes,GB21JOLJ21151552022399,FPVA82417124534001
7b6d7617-bc05-42d3-9d12-c9dbdcd92045,Fully Paid,249326,Short Term,,,5 years,Rent,Debt Consolidation,11548.58,10.2,,8,0,250382,365134,0,0,62558,No,GB03ITZB23871943692833,WAUX11779140563304
8c301c9f-77d0-4f92-a6ce-2e402f1ce546,Fully Paid,221276,Short Term,743,1299486,5 years,Home Mortgage,Debt Consolidation,12345.25,20.8,37,12,1,74385,206030,1,0,50495,Yes,GB66UGZK19861532612639,YKQZ14811872970389
6e9c12cc-0476-4d90-8143-4aff82215e8d,Fully Paid,222420,Short Term,712,2723840,5 years,Home Mortgage,Home Improvements,42446.57,18.3,68,17,0,563920,814176,0,0,36947,Yes,GB54QQTA50231783330984,IGXQ99986098018784
10320271-9cf4-4001-aacf-23d55b9e45a0,Fully Paid,402578,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,5097.32,16.3,18,8,0,211964,322102,0,0,52770,Yes,GB31WSRR38338862415917,JCGN98797217185218
eda7767f-b5c1-4382-9bb1-eb7d47ae6751,Fully Paid,280852,Short Term,738,1585930,10+ years,Home Mortgage,Debt Consolidation,28811.03,22.6,,13,0,276602,423654,0,0,133143,No,GB38XHGB80829778647984,OGTC01334330965709
1a6b36ad-65af-4377-b581-31f10fb95e27,Fully Paid,99999999,Short Term,723,905521,6 years,Home Mortgage,Debt Consolidation,6489.64,24.5,,5,1,134026,170346,1,0,136105,No,GB05VQOQ52165906635821,KNMD60689540713563
b9514382-d66c-4d00-93be-b2644d9b6659,Fully Paid,386694,Short Term,740,1726910,10+ years,Rent,Debt Consolidation,17412.93,11.8,77,8,0,298756,353694,0,0,153764,Yes,GB56PQIF58755263750958,ELUC74055448364446
fd1afc23-5256-4a43-bf0f-7e4a0a26d863,Charged Off,351692,Short Term,,,5 years,Rent,Debt Consolidation,27715.11,16.1,,8,0,188708,272448,0,0,182771,No,GB27LWPX18287998881777,NUVG02808202757739
be347108-7788-40f8-97aa-360646952a46,Fully Paid,224092,Short Term,721,696730,4 years,Rent,Debt Consolidation,10683.13,7.7,,7,0,119377,219736,0,0,192775,Yes,GB45AXIG09035381025121,FILK47161285115808
3ce560e8-74b9-44db-a3f1-15bb18189e90,Fully Paid,65912,Short Term,732,948575,1 year,Own Home,Debt Consolidation,4956.34,15.4,15,8,0,159486,721402,0,0,86352,No,GB15ATVN96493551989922,KYZB61366860233173
30068bb9-0bf4-4295-bccc-95dd110548f2,Charged Off,177144,Short Term,6750,705394,1 year,Rent,Debt Consolidation,19221.92,6.4,17,8,0,72523,174218,0,0,22612,No,GB70ERAV17220794261980,JEBI60839878658179
9a8f0a8d-9866-4a1c-bbd7-2266600b7f99,Charged Off,94908,Short Term,738,768170,7 years,Rent,Debt Consolidation,5281.24,15.4,,10,0,213579,353782,0,0,93259,Yes,GB74IWJL56401596701481,AXBS70781367141007
27dd9790-513d-4d26-9152-e93ca1f06068,Fully Paid,157234,Short Term,,,6 years,Rent,Debt Consolidation,13398.04,15.7,,17,0,169043,194370,0,0,151215,Yes,GB88XPKU01592573703303,VPAI76614245396036
8f77837a-ed74-48bb-8125-7661cb778d27,Fully Paid,294316,Short Term,,,< 1 year,Rent,Debt Consolidation,22443.94,15.7,42,8,0,306888,560494,0,0,21866,Yes,GB49UAXD99058304650319,SHJH99638192732489
371a2d89-9435-42f6-91b8-eb48daafae0d,Fully Paid,220770,Short Term,741,591071,7 years,Rent,Debt Consolidation,12067.66,18.5,,7,0,393585,525646,0,0,189564,No,GB88XYTW14111443838713,JWXT67143250826722
dc3db566-0fca-4191-9f1a-4ee1557fef58,Fully Paid,568414,Long Term,717,1116744,3 years,Home Mortgage,Debt Consolidation,12656.47,21.4,,8,0,598044,969826,0,0,8443,No,GB77PRLV35679150511414,FWRY21368587515289
2c6779a9-4d25-4e6c-91af-3c2972fd3067,Fully Paid,380512,Short Term,728,948594,8 years,Home Mortgage,Debt Consolidation,22845.22,15.9,20,27,0,348061,907676,0,0,163930,Yes,GB69BFXO51299462971707,DIBH64998806442625
cca0fd6e-de76-40c8-ad07-f292501e1fbe,Fully Paid,177012,Short Term,,,4 years,Rent,Debt Consolidation,16275.59,9.3,,11,0,155515,424688,0,0,153109,No,GB51PXPD05610850937477,DKCI86699812866138
235f5b6a-9289-4af0-9c5b-1a01079f359c,Fully Paid,227722,Short Term,673,578892,10+ years,Rent,other,13314.63,22.3,,11,0,167124,435798,0,0,153002,Yes,GB79JPZC19511539417350,IBOR23638134436983
b2b55480-ace1-402c-8edd-491930ae64a9,Fully Paid,180290,Short Term,741,1297548,4 years,Home Mortgage,Debt Consolidation,16976.12,14,,13,1,191159,799106,1,0,157028,Yes,GB19BVJR55625951165973,VWFZ88279536433636
b9e05cd1-4939-4a14-8f02-dd03b126ee8a,Fully Paid,145552,Short Term,,,5 years,Home Mortgage,Debt Consolidation,10970.22,23,,17,0,194959,832964,0,0,140834,No,GB87IEEV69885989210961,JHZR87427488251290
11238bcb-9271-4128-bce4-0a197a2cda62,Fully Paid,99999999,Short Term,716,4379215,< 1 year,Home Mortgage,Home Improvements,32114.18,26.1,5,19,0,1959071,6164114,0,0,139924,No,GB69NVJG75127146139591,TDGR51222156169699
5c81547e-1d3a-40dc-8505-44f8774623aa,Fully Paid,218614,Short Term,,,3 years,Home Mortgage,Debt Consolidation,11894.57,12.7,,9,0,64619,135564,0,0,93301,No,GB35QGMQ36714526313998,RLDA88269996579530
4eb071e0-d2ec-419f-8972-e70f53251da3,Fully Paid,99999999,Short Term,745,1774676,< 1 year,Rent,Debt Consolidation,22863.84,16.7,,16,0,483949,1262074,0,0,175903,Yes,GB93KLDV49312800465815,WCLT44541954190208
12558190-5cc4-49e7-acdd-663b3ebf766d,Fully Paid,99999999,Long Term,668,624929,4 years,Rent,Debt Consolidation,8009.45,14.8,11,7,0,5928,52800,0,0,142717,No,GB68UGIE55224386644080,SNNM51092593271660
710ca9cf-1f8b-48c3-98a4-bca4fc7823d3,Charged Off,391314,Short Term,,,5 years,Rent,Debt Consolidation,19341.05,12.4,,18,0,349771,433136,0,0,117688,Yes,GB64EVRZ85324517877444,IWAS64219182008840
1e0a0237-5122-4728-af5a-68b3658e86dd,Fully Paid,134882,Short Term,738,990223,5 years,Rent,Debt Consolidation,13780.51,22.6,30,12,0,33326,85338,0,0,179170,No,GB96ZJEL96355034276251,BIWO39242369286209
6bdc2b6b-7ca7-47bc-9875-47c5ab2032cb,Fully Paid,79772,Short Term,703,1569381,10+ years,Own Home,Debt Consolidation,33349.18,20.6,,19,1,1175549,1824614,1,0,103932,Yes,GB64WNPG89162174620554,DPBI68281959953686
0a4e3593-ec9e-4187-92bf-caaabbeb8304,Charged Off,216942,Short Term,735,599545,10+ years,Own Home,Other,11691.27,14,,12,1,159296,312620,1,0,29526,No,GB98ONVS93899787394670,WRGP69880069212115
d5f53eed-0ef0-40c8-b79c-7d3719a366b2,Fully Paid,64856,Short Term,722,1306991,10+ years,Home Mortgage,Home Improvements,15139.2,24.5,31,4,0,51813,69212,0,0,5867,No,GB12PXZS25241235529773,KQUH67128868088211
6c5612d1-1f14-4eb6-a0d0-8a129a150305,Fully Paid,171644,Short Term,,,8 years,Home Mortgage,Debt Consolidation,17454.35,10,35,11,0,152551,500368,0,0,177046,Yes,GB20SNGU94768664478924,AMAQ30816285508049
51870c89-02a1-497c-be85-af254d001c16,Fully Paid,195206,Short Term,750,1015588,4 years,Home Mortgage,Debt Consolidation,12830.13,15.4,,9,0,236170,836286,0,0,128297,Yes,GB32ZYQC17438418606352,XMNI93149916755644
b4715c52-bc90-4439-a05c-51ad98e2e649,Fully Paid,312422,Short Term,,,7 years,Home Mortgage,Debt Consolidation,16836.09,21,,17,0,426018,510664,0,0,140937,Yes,GB60YDGU80309580522062,WDUN65202636208000
2dd8a6f1-0dfd-43aa-b90b-199e234f3206,Charged Off,467632,Long Term,726,1148436,10+ years,Own Home,Debt Consolidation,9857.39,16.4,5,8,0,226708,418660,0,0,87117,No,GB15ONOE64524814662041,NDBS94093467809525
edd65b40-91ee-4b9d-8ef9-0f12e8f1e238,Fully Paid,221826,Short Term,,,7 years,Home Mortgage,Debt Consolidation,15042.11,21.2,55,13,0,224808,321772,0,0,35738,Yes,GB92WLZT68162090623983,CNMW70936435970149
40f2dfcd-84c1-4b91-a6ec-ac5e96591f2e,Fully Paid,43714,Short Term,,,6 years,Rent,Debt Consolidation,3642.87,7,,8,0,27968,152790,0,0,5535,No,GB58FBVS38182711321826,EJNU63803775543373
38df8f1d-7107-4ed0-9a42-72f6f9c995db,Fully Paid,555060,Short Term,699,1143610,10+ years,Home Mortgage,other,15152.88,22.2,15,6,0,28690,64262,0,0,87474,No,GB21JOHR03152540684565,TTGS97832753900671
4a1b28d3-e120-4f54-b992-ca50b1fd33c8,Fully Paid,117722,Short Term,,,< 1 year,Rent,Other,19875.52,12,4,11,0,0,0,0,0,135154,Yes,GB48GKMV44336697682645,ZMYL21002402843849
1502d692-aa66-4d88-976a-1a9504e3dc54,Fully Paid,590414,Long Term,692,1243645,10+ years,Home Mortgage,Home Improvements,4186.84,20.8,,10,1,94145,502392,1,0,53230,Yes,GB50TAGF32316900536106,BHQT65376003771342
adf45bd8-381a-4249-9e2f-af8c7e27e170,Fully Paid,189002,Short Term,703,2431962,6 years,Rent,other,24725.08,14.8,19,10,0,108471,156002,0,0,87702,No,GB88HLMQ44158020585206,GHAQ88201884230484
c6af8d76-32be-48ab-bb27-6b72953ea320,Fully Paid,395538,Long Term,697,747213,6 years,Home Mortgage,Debt Consolidation,17933.15,28.1,78,15,0,621832,1046540,0,0,5793,Yes,GB89SHGJ02690757435525,DUWL01683519043908
8de9a6c4-afc5-4e7f-b8a2-75d1889377e3,Fully Paid,447920,Short Term,683,1005784,6 years,Home Mortgage,Debt Consolidation,7870.18,15.1,,10,0,230888,286528,0,0,153204,Yes,GB62RCSX95310502205467,TDBP95320473534402
30d7a06f-0675-465d-8e81-7d06cb1993b6,Fully Paid,99999999,Short Term,726,1199964,3 years,Home Mortgage,Debt Consolidation,34099.11,19,,31,0,704406,1276418,0,0,155088,Yes,GB78GIEJ03025742629058,ZQKW24939633727831
b9586b0b-66a3-433c-ab31-069bf6eeecd2,Fully Paid,302588,Short Term,730,1133673,10+ years,Rent,Debt Consolidation,7642.75,25.5,52,10,0,197524,309078,0,0,81860,Yes,GB37DSUN62025357155410,HXLK96681257284346
ddba7c8c-34a5-4242-b5df-9f1c13b4f9bf,Charged Off,785026,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,49394.87,21.7,6,7,0,431224,515812,0,0,55740,Yes,GB06VECV49676348190059,MVVH70397406170316
67fe5e65-100a-444a-866b-0fbf0faebf65,Fully Paid,315920,Long Term,,,9 years,Home Mortgage,Debt Consolidation,70936.88,24,13,17,0,361627,1172864,0,0,77806,Yes,GB92WLBA69098373880826,FGRD53091057869200
235da337-b56c-4b00-9457-82d03026ca2c,Fully Paid,106106,Short Term,719,954579,3 years,Own Home,Debt Consolidation,4598,10.8,,9,1,117344,358468,1,0,40062,No,GB02XEGP34708010377711,LULB83286465549232
0d7484c8-b52b-46c3-a00c-70fedbc87c85,Fully Paid,99999999,Short Term,712,652137,< 1 year,Rent,Debt Consolidation,9075.73,20.4,17,11,1,85101,226534,0,0,172305,No,GB46RCHW25903677175403,OEPA98069720140682
86e6ca7b-411e-4f4f-af20-9b856b01fa37,Fully Paid,134332,Short Term,,,1 year,Home Mortgage,Debt Consolidation,12567.36,7,29,11,0,128383,297902,0,0,74809,Yes,GB38TQAE17743286017534,GZIX78824052296995
f5392c4d-2938-4560-9128-8099c1369366,Fully Paid,302764,Short Term,738,1531514,3 years,Rent,major_purchase,13400.7,11,44,18,0,201704,463430,0,0,68682,Yes,GB69LHNQ57357507169710,NSTT21555210257969
d6549c85-a1f8-4109-856b-23cf380303ae,Fully Paid,747736,Long Term,646,1538696,6 years,Home Mortgage,Debt Consolidation,20644.07,18,77,7,1,167200,222772,0,0,80981,No,GB74WASC22326449697266,UTOS87949860170378
701683ea-9418-491b-9304-120318f6a019,Fully Paid,216018,Short Term,736,1212656,2 years,Rent,Debt Consolidation,2647.65,21.6,,6,0,76114,345620,0,0,8472,Yes,GB09GZLB78130489093915,GBZJ29497414022023
3d9e8ed1-7293-49a3-8b3b-f80a3af9083c,Fully Paid,132022,Long Term,695,665076,5 years,Rent,major_purchase,6983.26,23,,5,0,286634,563486,0,0,40941,Yes,GB81WFCY41385790016319,XTQX61565208006462
96a3fa12-d1b7-4200-beda-37b0769337cd,Fully Paid,181346,Short Term,,,8 years,Home Mortgage,Home Improvements,34339.65,20.3,,23,0,365921,692318,0,0,126686,Yes,GB63YBMF91278274553006,BJYJ01426910466944
59bc652f-19a4-478d-9511-6e9ecd561560,Fully Paid,129184,Short Term,751,1001186,10+ years,Home Mortgage,Buy a Car,12097.68,24.9,,4,0,386289,989560,0,0,14032,No,GB64TJZG31063973410038,HUFY50484214459864
145f94db-fb24-453a-a0b1-c2194082ce28,Charged Off,138160,Short Term,728,691828,10+ years,Home Mortgage,Debt Consolidation,13548.14,20.6,68,8,0,72200,179014,0,0,131561,Yes,GB32GZEW20811311344415,RDRM12300716308524
275165b2-c54e-4611-9333-724578eb215c,Fully Paid,303688,Long Term,703,950285,4 years,Home Mortgage,Debt Consolidation,14016.68,19,38,19,1,58520,376442,1,0,47359,Yes,GB30MNUH09480549921010,LKJE58244009959200
e92c57a8-2731-461f-a717-1f69ffa09abd,Fully Paid,175604,Short Term,722,568746,1 year,Own Home,Debt Consolidation,8009.83,31.2,50,8,0,220932,366498,0,0,61260,No,GB84SXIO80658542746516,SXXS75061370465398
1925360b-d8a1-4d38-8bd0-0e0cc829958a,Fully Paid,112332,Short Term,699,873050,,Rent,other,15787.48,17.2,,7,0,175978,213356,0,0,153222,No,GB77HMSN08473804851553,KYPD00389169664780
47a24a6b-6bc4-406b-8e91-a49709f7203b,Charged Off,331188,Long Term,641,1525472,< 1 year,Rent,Debt Consolidation,17924.22,28.9,51,12,0,208506,253858,0,0,131158,Yes,GB82AZDM49187729296862,GXNO12039245639201
824c70c2-f733-48b8-81c1-c8df61d2a378,Charged Off,107734,Short Term,7290,651301,10+ years,Own Home,major_purchase,3180.6,17.5,17,5,0,65056,269038,0,0,132610,No,GB23IHXC58609489661521,UGIV19469856085937
20734eeb-6198-4850-bed8-1629ab51cc66,Fully Paid,504284,Short Term,718,989919,1 year,Rent,other,12209.02,11.4,9,17,0,220400,2126674,0,0,85432,No,GB27BPGB09907153462567,GQZB31988746270701
85693eb0-7243-44f6-87ca-eb73a2c45a4a,Fully Paid,110242,Short Term,716,914014,1 year,Rent,Debt Consolidation,13481.64,15,60,11,0,62833,112442,0,0,173153,Yes,GB42MELA98694936600910,OMTG71326989437470
