Cust_ID,Acc_BBAN,Subscription,Start_Dt,End_Dt,Due_Dt,Category,Amount,Payment_Freq,Subscriptions_Count
1606850445696,UQJO49639019263644,Disney+,16-08-2018,05-03-2019,28th,OTT,6.86,Monthly,2
1606850445696,XGJL40723473528092,Jobcase,19-03-2017,23-09-2017,23th,Professional Networking,24.68,Monthly,1
1609816015452,JCZR32608881173310,Amazon Music,03-04-2021,25-09-2021,9th,Music,48.09,Monthly,3
1609816015452,JCZR32608881173310,YouTube Music,21-04-2021,29-09-2021,24th,Music,31.18,Monthly,3
1609816015452,AOYO62982226769835,YouTube Music,06-11-2019,26-05-2020,27th,Music,15.27,Monthly,3
1609816015452,UESY63256669032027,Disney+,03-02-2020,31-07-2020,10th,OTT,50.4,Monthly,2
1609816015452,JCZR32608881173310,Prime Video,17-04-2021,22-10-2021,15th,OTT,8.47,Monthly,2
1609816015452,UESY63256669032027,Jobcase,08-02-2020,12-08-2020,21th,Professional Networking,36.52,Monthly,2
1609816015452,AOYO62982226769835,Meet Up,20-11-2019,09-05-2020,1st,Professional Networking,21.99,Monthly,2
1611261378679,SQNO62481138397027,Walmart,04-10-2018,13-03-2019,23th,E-commerce,42.49,Monthly,1
1611261378679,SQNO62481138397027,Meet Up,23-09-2018,14-03-2019,8th,Professional Networking,33.53,Monthly,1
1628407595685,GOUR26022358761449,Prime Video,31-01-2021,21-07-2021,23th,OTT,34.51,Monthly,1
1628407595685,GOUR26022358761449,LinkedIn,04-02-2021,09-07-2021,8th,Professional Networking,27.06,Monthly,1
1648658449063,FWUN28451825846004,Walmart,16-03-2021,10-09-2021,19th,E-commerce,32.39,Monthly,1
1648658449063,FFHA37245548871762,Jobcase,12-02-2020,18-07-2020,4th,Professional Networking,25.09,Monthly,1
1656481579390,MNFJ49628325438523,eBay,28-11-2013,07-06-2014,3rd,E-commerce,35.58,Monthly,1
1656481579390,MNFJ49628325438523,Prime Video,05-12-2013,12-06-2014,23th,OTT,11.25,Monthly,1
1656481579390,MNFJ49628325438523,Jobcase,02-12-2013,10-06-2014,20th,Professional Networking,21.78,Monthly,1
1677829669221,UQEJ22653346871550,YouTube Music,20-08-2019,23-01-2020,12th,Music,49.01,Monthly,2
1677829669221,MSPU79856606500421,Amazon Music,03-12-2015,01-06-2016,4th,Music,23.52,Monthly,2
1677829669221,UQEJ22653346871550,HBO Max,15-08-2019,15-02-2020,14th,OTT,46.16,Monthly,3
1677829669221,MSPU79856606500421,HBO Max,11-11-2015,06-05-2016,19th,OTT,6.21,Monthly,3
1677829669221,MSPU79856606500421,HBO Max,09-11-2015,10-05-2016,9th,OTT,9.97,Monthly,3
1677829669221,UQEJ22653346871550,Meet Up,11-08-2019,19-02-2020,24th,Professional Networking,45.54,Monthly,2
1677829669221,ADFP14148622477235,LinkedIn,10-11-2018,30-05-2019,9th,Professional Networking,45.74,Monthly,2
1681243865800,PXDJ97789102079315,Walmart,18-09-2015,23-03-2016,21th,E-commerce,27.46,Monthly,1
1681243865800,EJVF96689002073754,YouTube Music,02-12-2017,04-06-2018,8th,Music,47.83,Monthly,2
1681243865800,EJVF96689002073754,Spotify,05-12-2017,26-06-2018,6th,Music,21.48,Monthly,2
1681243865800,ECNF91791539295555,Disney+,01-01-2020,17-07-2020,21th,OTT,5.2,Monthly,3
1681243865800,ECNF91791539295555,Prime Video,02-01-2020,08-07-2020,8th,OTT,18.06,Monthly,3
1681243865800,JBLJ40586289655235,Disney+,15-01-2013,24-07-2013,10th,OTT,34.4,Monthly,3
1681243865800,PXDJ97789102079315,Xing,13-10-2015,06-04-2016,14th,Professional Networking,30.67,Monthly,2
1681243865800,MRXG94926553697394,Xing,29-09-2016,25-03-2017,16th,Professional Networking,31.72,Monthly,2
1706355110454,BULB28617610154065,Walmart,31-07-2018,22-01-2019,19th,E-commerce,50.06,Monthly,4
1706355110454,TQXR91020857988992,Amazon,20-12-2018,13-06-2019,10th,E-commerce,29.26,Monthly,4
1706355110454,MRLJ85779319152455,Walmart,04-06-2018,29-11-2018,27th,E-commerce,25.34,Monthly,4
1706355110454,XWAM40548490443267,Amazon,16-08-2019,28-01-2020,12th,E-commerce,5.87,Monthly,4
1706355110454,SWEU20597331228656,YouTube Music,12-05-2019,10-11-2019,14th,Music,27.28,Monthly,5
1706355110454,SWEU20597331228656,Apple Music,03-05-2019,23-11-2019,13th,Music,47.45,Monthly,5
1706355110454,MRLJ85779319152455,Apple Music,30-05-2018,06-12-2018,6th,Music,24.33,Monthly,5
1706355110454,XWAM40548490443267,Spotify,30-07-2019,15-02-2020,18th,Music,17.63,Monthly,5
1706355110454,XWAM40548490443267,Amazon Music,12-08-2019,26-01-2020,16th,Music,47.55,Monthly,5
1706355110454,TQXR91020857988992,Netflix,31-12-2018,10-06-2019,7th,OTT,12.63,Monthly,2
1706355110454,URQQ93485500305303,Prime Video,22-06-2018,23-12-2018,24th,OTT,25.17,Monthly,2
1706355110454,SWEU20597331228656,Jobcase,07-05-2019,21-11-2019,11th,Professional Networking,22.89,Monthly,3
1706355110454,BULB28617610154065,Xing,13-08-2018,17-01-2019,15th,Professional Networking,12.08,Monthly,3
1706355110454,MRLJ85779319152455,Xing,01-06-2018,15-12-2018,1st,Professional Networking,26.7,Monthly,3
1706759880915,DREZ93119194337795,Spotify,01-03-2015,12-08-2015,22th,Music,12.61,Monthly,4
1706759880915,DREZ93119194337795,Apple Music,05-02-2015,07-08-2015,8th,Music,35.8,Monthly,4
1706759880915,CVWM44023998600105,Apple Music,09-11-2020,01-05-2021,9th,Music,20.91,Monthly,4
1706759880915,CVWM44023998600105,YouTube Music,17-10-2020,23-04-2021,15th,Music,32.12,Monthly,4
1706759880915,CVWM44023998600105,Disney+,07-11-2020,22-04-2021,18th,OTT,16.33,Monthly,3
1706759880915,HNKY92836461824293,Disney+,14-08-2021,03-03-2022,28th,OTT,8.22,Monthly,3
1706759880915,LINO79622316461099,Prime Video,08-05-2016,26-10-2016,6th,OTT,38.25,Monthly,3
1706759880915,HNKY92836461824293,LinkedIn,30-08-2021,10-02-2022,19th,Professional Networking,12.8,Monthly,1
1715636863668,TPTQ33673569223067,eBay,21-09-2019,11-04-2020,21th,E-commerce,47.48,Monthly,1
1715636863668,KCGC16869177522225,Amazon Music,15-07-2021,09-01-2022,27th,Music,5.85,Monthly,3
1715636863668,XXXN88989165431377,YouTube Music,12-05-2018,03-11-2018,3rd,Music,6.2,Monthly,3
1715636863668,XXXN88989165431377,YouTube Music,06-05-2018,22-10-2018,6th,Music,34.54,Monthly,3
1715636863668,VZAV67936232441840,Prime Video,09-09-2019,15-02-2020,21th,OTT,35.88,Monthly,5
1715636863668,OOSA80693507470116,Prime Video,05-03-2021,09-09-2021,10th,OTT,39.91,Monthly,5
1715636863668,WKUD86724923386346,Prime Video,04-05-2020,24-10-2020,15th,OTT,46.58,Monthly,5
1715636863668,KCGC16869177522225,Disney+,28-07-2021,21-01-2022,27th,OTT,25.03,Monthly,5
1715636863668,NGTM07935366941765,Prime Video,06-04-2020,13-10-2020,27th,OTT,28.66,Monthly,5
1715636863668,XXXN88989165431377,Xing,01-05-2018,07-11-2018,13th,Professional Networking,10.89,Monthly,1
1735422836775,UYIQ80659542619299,Amazon,21-07-2020,26-12-2020,22th,E-commerce,23.6,Monthly,4
1735422836775,GUPT66021051752458,eBay,05-02-2021,02-08-2021,28th,E-commerce,35.71,Monthly,4
1735422836775,QPII32737173804742,Etsy,15-05-2020,02-11-2020,15th,E-commerce,50.1,Monthly,4
1735422836775,ZHDO61038956092071,Amazon,30-05-2020,22-12-2020,25th,E-commerce,21.67,Monthly,4
1735422836775,UYIQ80659542619299,Amazon Music,24-07-2020,28-12-2020,26th,Music,27.58,Monthly,2
1735422836775,GAQV67608044348794,Apple Music,26-06-2021,11-12-2021,3rd,Music,27.11,Monthly,2
1735422836775,GUPT66021051752458,Prime Video,31-01-2021,05-08-2021,28th,OTT,45.85,Monthly,1
1735422836775,OLCK20106338110375,LinkedIn,24-11-2019,20-05-2020,22th,Professional Networking,37.24,Monthly,3
1735422836775,OLCK20106338110375,LinkedIn,01-12-2019,14-06-2020,16th,Professional Networking,25.25,Monthly,3
1735422836775,GUPT66021051752458,LinkedIn,06-02-2021,27-07-2021,19th,Professional Networking,34.1,Monthly,3
1738285384278,VPFH42018684543515,Amazon,29-07-2019,24-01-2020,7th,E-commerce,23.1,Monthly,5
1738285384278,YWRO87327823811653,Etsy,04-10-2016,04-04-2017,26th,E-commerce,24.5,Monthly,5
1738285384278,KVDJ48248569018162,Etsy,19-08-2016,18-02-2017,21th,E-commerce,7.74,Monthly,5
1738285384278,FOFY56584180015075,Etsy,24-09-2019,27-03-2020,17th,E-commerce,18.67,Monthly,5
1738285384278,ZDNC59628442160010,Etsy,29-04-2019,25-10-2019,23th,E-commerce,48.22,Monthly,5
1738285384278,YWRO87327823811653,Spotify,18-10-2016,12-04-2017,28th,Music,50.87,Monthly,4
1738285384278,KVDJ48248569018162,YouTube Music,17-09-2016,26-02-2017,13th,Music,41.73,Monthly,4
1738285384278,VITO15605744136080,Amazon Music,11-07-2017,18-12-2017,12th,Music,36.36,Monthly,4
1738285384278,VKDX39234674310591,Amazon Music,24-09-2020,20-03-2021,8th,Music,12.34,Monthly,4
1738285384278,VPFH42018684543515,Disney+,29-07-2019,03-01-2020,27th,OTT,44.63,Monthly,5
1738285384278,KVDJ48248569018162,Prime Video,22-08-2016,26-02-2017,25th,OTT,46.78,Monthly,5
1738285384278,VITO15605744136080,HBO Max,16-07-2017,03-01-2018,2nd,OTT,24.67,Monthly,5
1738285384278,VITO15605744136080,Netflix,14-07-2017,24-12-2017,12th,OTT,29.09,Monthly,5
1738285384278,VKDX39234674310591,Netflix,20-09-2020,03-04-2021,11th,OTT,44.4,Monthly,5
1739848418072,AJHE06254595967130,YouTube Music,06-02-2018,14-08-2018,13th,Music,13.39,Monthly,3
1739848418072,XPUT88216750502737,Amazon Music,09-05-2015,22-10-2015,11th,Music,26.19,Monthly,3
1739848418072,XPUT88216750502737,Apple Music,12-05-2015,15-10-2015,26th,Music,47.81,Monthly,3
1739848418072,YSQW47769159146210,HBO Max,07-04-2020,15-10-2020,7th,OTT,19.6,Monthly,4
1739848418072,YSQW47769159146210,Disney+,04-05-2020,11-10-2020,23th,OTT,25.31,Monthly,4
1739848418072,YVBJ89117588506034,Prime Video,01-11-2010,15-04-2011,13th,OTT,45.14,Monthly,4
1739848418072,XPUT88216750502737,Netflix,15-04-2015,29-10-2015,18th,OTT,15.01,Monthly,4
1739848418072,YSQW47769159146210,Jobcase,18-04-2020,26-10-2020,9th,Professional Networking,22.78,Monthly,2
1739848418072,YVBJ89117588506034,LinkedIn,21-10-2010,03-05-2011,24th,Professional Networking,36.18,Monthly,2
1754350518928,JATB37208676956523,Etsy,26-05-2017,11-12-2017,25th,E-commerce,6.81,Monthly,4
1754350518928,XVKA92681178752883,Etsy,17-11-2019,07-05-2020,3rd,E-commerce,25.06,Monthly,4
1754350518928,ABTH25591081474038,Etsy,15-10-2019,24-04-2020,5th,E-commerce,6.37,Monthly,4
1754350518928,ABTH25591081474038,Amazon,17-10-2019,20-04-2020,18th,E-commerce,7.71,Monthly,4
1754350518928,JAIU82081180546023,YouTube Music,24-10-2016,05-04-2017,16th,Music,40.69,Monthly,5
1754350518928,PWYG50214723385302,Amazon Music,14-10-2017,31-03-2018,27th,Music,22.77,Monthly,5
1754350518928,PWYG50214723385302,Amazon Music,25-09-2017,18-03-2018,27th,Music,47.02,Monthly,5
1754350518928,XVKA92681178752883,YouTube Music,08-11-2019,07-05-2020,11th,Music,41.75,Monthly,5
1754350518928,ABTH25591081474038,Amazon Music,01-11-2019,06-04-2020,23th,Music,8.07,Monthly,5
1754350518928,XVKA92681178752883,Disney+,01-11-2019,24-05-2020,18th,OTT,20.25,Monthly,1
1754350518928,JAIU82081180546023,Meet Up,11-10-2016,18-04-2017,22th,Professional Networking,8.9,Monthly,3
1754350518928,JAIU82081180546023,Jobcase,17-10-2016,26-04-2017,4th,Professional Networking,31.06,Monthly,3
1754350518928,JATB37208676956523,LinkedIn,07-06-2017,19-12-2017,5th,Professional Networking,41.04,Monthly,3
1754849116505,TQBT10773014008943,Amazon,23-03-2014,21-09-2014,20th,E-commerce,20.46,Monthly,4
1754849116505,IGTY28616846602294,Etsy,11-04-2016,01-10-2016,12th,E-commerce,26.12,Monthly,4
1754849116505,WWBZ27987678618143,Amazon,03-08-2021,11-01-2022,28th,E-commerce,26.53,Monthly,4
1754849116505,TXYQ09136301218530,Walmart,17-04-2014,10-10-2014,19th,E-commerce,11.37,Monthly,4
1754849116505,EUEO90571727612214,Spotify,23-09-2014,03-04-2015,17th,Music,16.03,Monthly,1
1754849116505,TQBT10773014008943,HBO Max,17-03-2014,21-09-2014,24th,OTT,32.24,Monthly,8
1754849116505,TQBT10773014008943,HBO Max,11-04-2014,27-09-2014,21th,OTT,14.61,Monthly,8
1754849116505,EUEO90571727612214,Prime Video,21-09-2014,23-03-2015,26th,OTT,43.0,Monthly,8
1754849116505,IGTY28616846602294,Disney+,14-04-2016,30-09-2016,12th,OTT,16.58,Monthly,8
1754849116505,IGTY28616846602294,HBO Max,22-04-2016,12-10-2016,10th,OTT,47.11,Monthly,8
1754849116505,WWBZ27987678618143,Prime Video,30-07-2021,16-01-2022,20th,OTT,6.24,Monthly,8
1754849116505,TXYQ09136301218530,Netflix,27-04-2014,24-10-2014,9th,OTT,14.14,Monthly,8
1754849116505,WYDT59792382487391,Netflix,10-12-2018,12-06-2019,3rd,OTT,37.15,Monthly,8
1754849116505,EUEO90571727612214,Jobcase,22-09-2014,12-04-2015,5th,Professional Networking,43.05,Monthly,1
1805789987110,VYGV00838231498940,Netflix,04-04-2017,30-09-2017,10th,OTT,45.14,Monthly,1
1808759259224,NXDK15853371147222,Amazon,30-11-2019,24-05-2020,14th,E-commerce,11.1,Monthly,6
1808759259224,DZNC97570370482755,Amazon,18-07-2021,16-12-2021,25th,E-commerce,32.53,Monthly,6
1808759259224,DZNC97570370482755,Walmart,25-06-2021,12-01-2022,17th,E-commerce,37.25,Monthly,6
1808759259224,UNHU03172064196840,Etsy,12-07-2021,28-12-2021,24th,E-commerce,13.41,Monthly,6
1808759259224,MNCC95935305687650,Etsy,18-06-2019,08-12-2019,24th,E-commerce,11.16,Monthly,6
1808759259224,BDOO38217135551326,Walmart,11-08-2021,10-02-2022,5th,E-commerce,28.71,Monthly,6
1808759259224,NXDK15853371147222,Spotify,29-11-2019,24-05-2020,9th,Music,13.91,Monthly,4
1808759259224,DZNC97570370482755,Apple Music,25-06-2021,04-01-2022,18th,Music,28.42,Monthly,4
1808759259224,MNCC95935305687650,YouTube Music,03-07-2019,24-12-2019,21th,Music,29.45,Monthly,4
1808759259224,BDOO38217135551326,YouTube Music,03-08-2021,25-01-2022,10th,Music,25.54,Monthly,4
1808759259224,UNHU03172064196840,Netflix,11-07-2021,13-12-2021,17th,OTT,10.09,Monthly,4
1808759259224,TEEB92945760206768,Prime Video,13-12-2019,21-06-2020,28th,OTT,37.58,Monthly,4
1808759259224,MNCC95935305687650,Prime Video,26-06-2019,13-12-2019,8th,OTT,20.47,Monthly,4
1808759259224,BDOO38217135551326,HBO Max,25-07-2021,02-02-2022,21th,OTT,38.1,Monthly,4
1808759259224,UNHU03172064196840,Jobcase,22-06-2021,26-12-2021,14th,Professional Networking,45.39,Monthly,3
1808759259224,TEEB92945760206768,Meet Up,08-12-2019,05-07-2020,15th,Professional Networking,7.83,Monthly,3
1808759259224,KUBD77763768581651,Jobcase,01-12-2020,28-05-2021,18th,Professional Networking,40.91,Monthly,3
1809736631002,OCBE99111286123200,eBay,07-08-2021,03-02-2022,17th,E-commerce,45.42,Monthly,1
1809736631002,QYAY76268463602737,Spotify,02-04-2021,28-09-2021,25th,Music,23.62,Monthly,2
1809736631002,QYAY76268463602737,YouTube Music,13-03-2021,01-10-2021,10th,Music,46.58,Monthly,2
1809736631002,OCBE99111286123200,Prime Video,11-08-2021,09-01-2022,6th,OTT,46.91,Monthly,3
1809736631002,QQSF40088779467453,HBO Max,26-08-2020,12-02-2021,23th,OTT,33.86,Monthly,3
1809736631002,QQSF40088779467453,Prime Video,24-08-2020,26-01-2021,23th,OTT,10.16,Monthly,3
1809736631002,QQSF40088779467453,LinkedIn,28-07-2020,08-02-2021,21th,Professional Networking,9.65,Monthly,2
1809736631002,QYAY76268463602737,LinkedIn,17-03-2021,28-09-2021,12th,Professional Networking,39.53,Monthly,2
1829324554421,GOJI72513821631943,Walmart,24-12-2020,25-06-2021,9th,E-commerce,41.64,Monthly,3
1829324554421,GOJI72513821631943,eBay,20-01-2021,19-07-2021,15th,E-commerce,47.32,Monthly,3
1829324554421,JBIY58123980654834,Etsy,14-01-2021,29-06-2021,16th,E-commerce,19.32,Monthly,3
1829324554421,GOJI72513821631943,Amazon Music,28-12-2020,30-06-2021,7th,Music,39.96,Monthly,4
1829324554421,QIKQ08898977367056,Apple Music,13-12-2020,19-06-2021,5th,Music,31.09,Monthly,4
1829324554421,WFQR52025943371563,YouTube Music,21-07-2021,04-01-2022,21th,Music,26.18,Monthly,4
1829324554421,WFQR52025943371563,Amazon Music,01-08-2021,02-01-2022,10th,Music,36.24,Monthly,4
1829324554421,UILK80044480955587,HBO Max,28-01-2021,29-07-2021,23th,OTT,29.93,Monthly,3
1829324554421,WRPY98594390167393,HBO Max,06-07-2021,26-12-2021,1st,OTT,43.48,Monthly,3
1829324554421,JBIY58123980654834,HBO Max,31-12-2020,27-07-2021,2nd,OTT,26.23,Monthly,3
1829324554421,WRPY98594390167393,LinkedIn,06-07-2021,14-01-2022,8th,Professional Networking,25.8,Monthly,1
1883729494485,NYQR96008440404301,eBay,30-05-2019,23-11-2019,13th,E-commerce,28.86,Monthly,2
1883729494485,HQCP75808047765513,eBay,22-09-2017,07-04-2018,6th,E-commerce,19.76,Monthly,2
1883729494485,XLRQ10683572876470,YouTube Music,02-04-2020,20-09-2020,1st,Music,18.67,Monthly,4
1883729494485,XLRQ10683572876470,YouTube Music,24-03-2020,22-09-2020,4th,Music,37.64,Monthly,4
1883729494485,XLRQ10683572876470,Amazon Music,09-04-2020,01-10-2020,23th,Music,11.91,Monthly,4
1883729494485,SNGW00448578893873,Amazon Music,07-03-2016,26-09-2016,18th,Music,45.01,Monthly,4
1883729494485,NYQR96008440404301,Disney+,31-05-2019,04-11-2019,3rd,OTT,44.4,Monthly,3
1883729494485,SNGW00448578893873,Disney+,20-03-2016,01-09-2016,11th,OTT,21.78,Monthly,3
1883729494485,HQCP75808047765513,Netflix,25-09-2017,18-03-2018,2nd,OTT,37.37,Monthly,3
1883729494485,SNGW00448578893873,Xing,16-03-2016,14-09-2016,10th,Professional Networking,26.44,Monthly,1
1890599797295,OQJX15289942561511,Walmart,05-08-2020,26-01-2021,2nd,E-commerce,14.08,Monthly,2
1890599797295,BZVQ40206666561835,eBay,17-07-2021,20-01-2022,14th,E-commerce,18.48,Monthly,2
1890599797295,WINY62676652460785,Apple Music,23-08-2020,04-03-2021,6th,Music,15.42,Monthly,1
1890599797295,WINY62676652460785,Prime Video,25-08-2020,14-02-2021,6th,OTT,26.72,Monthly,4
1890599797295,WINY62676652460785,Prime Video,29-08-2020,06-03-2021,24th,OTT,31.29,Monthly,4
1890599797295,BZVQ40206666561835,Netflix,22-07-2021,19-01-2022,3rd,OTT,39.1,Monthly,4
1890599797295,DGRR26803358679952,Disney+,27-02-2021,15-08-2021,13th,OTT,21.23,Monthly,4
1890599797295,DGRR26803358679952,Xing,11-03-2021,22-08-2021,17th,Professional Networking,27.07,Monthly,1
1894589300878,MEPJ81539805671604,Amazon,05-10-2020,31-03-2021,1st,E-commerce,35.52,Monthly,1
1894589300878,AIDL24310492302612,YouTube Music,16-03-2021,03-09-2021,19th,Music,45.72,Monthly,1
1894589300878,MEPJ81539805671604,Prime Video,19-09-2020,05-04-2021,10th,OTT,41.61,Monthly,3
1894589300878,MJUH40136217585773,HBO Max,12-06-2021,04-12-2021,18th,OTT,8.37,Monthly,3
1894589300878,MJUH40136217585773,Netflix,28-06-2021,11-12-2021,13th,OTT,13.93,Monthly,3
1894589300878,MEPJ81539805671604,Jobcase,07-09-2020,24-03-2021,28th,Professional Networking,9.77,Monthly,2
1894589300878,MJUH40136217585773,Xing,05-06-2021,19-12-2021,15th,Professional Networking,38.01,Monthly,2
1916223521460,JEQL25251170055719,Walmart,11-01-2012,02-07-2012,27th,E-commerce,50.56,Monthly,1
1916223521460,JEQL25251170055719,Disney+,14-01-2012,28-06-2012,20th,OTT,36.68,Monthly,1
1916223521460,JEQL25251170055719,LinkedIn,21-12-2011,14-07-2012,8th,Professional Networking,5.36,Monthly,1
1929871982668,RFBI86581385708340,Amazon,03-03-2021,07-09-2021,6th,E-commerce,42.11,Monthly,4
1929871982668,LHJV79525116410398,Amazon,13-10-2015,12-04-2016,12th,E-commerce,13.07,Monthly,4
1929871982668,LWJX61559846451910,Walmart,10-01-2016,15-07-2016,26th,E-commerce,13.13,Monthly,4
1929871982668,MGTR67129526365785,Etsy,11-08-2014,24-01-2015,12th,E-commerce,9.26,Monthly,4
1929871982668,LHJV79525116410398,Amazon Music,11-10-2015,28-04-2016,26th,Music,6.78,Monthly,2
1929871982668,MGTR67129526365785,Spotify,17-07-2014,27-01-2015,2nd,Music,43.45,Monthly,2
1929871982668,LWJX61559846451910,Prime Video,06-01-2016,25-07-2016,1st,OTT,11.57,Monthly,1
1929871982668,WNSJ71445357104458,Jobcase,28-06-2017,14-01-2018,3rd,Professional Networking,40.02,Monthly,3
1929871982668,JWAL64737376194963,Jobcase,03-10-2019,22-03-2020,23th,Professional Networking,9.88,Monthly,3
1929871982668,MGTR67129526365785,LinkedIn,26-07-2014,20-01-2015,15th,Professional Networking,50.85,Monthly,3
1965641400697,RXIT94890597019873,Spotify,02-03-2019,13-08-2019,4th,Music,30.49,Monthly,1
1965641400697,RXIT94890597019873,HBO Max,05-02-2019,31-08-2019,8th,OTT,20.24,Monthly,1
1965641400697,ACIQ01787397430412,Jobcase,27-01-2019,08-08-2019,10th,Professional Networking,41.86,Monthly,2
1965641400697,YKXC53205721836161,Jobcase,20-02-2016,22-08-2016,14th,Professional Networking,41.12,Monthly,2
1976277762783,GTQP00203721238762,eBay,02-07-2019,26-12-2019,9th,E-commerce,39.82,Monthly,5
1976277762783,RNZO61988516501460,Etsy,27-05-2011,02-12-2011,12th,E-commerce,27.24,Monthly,5
1976277762783,COOX42498882430994,Amazon,19-07-2015,06-02-2016,2nd,E-commerce,19.63,Monthly,5
1976277762783,COOX42498882430994,Etsy,26-07-2015,09-01-2016,16th,E-commerce,48.18,Monthly,5
1976277762783,QPNT23926380511108,Etsy,28-04-2019,25-10-2019,7th,E-commerce,8.3,Monthly,5
1976277762783,MQRI28653508418141,Apple Music,04-11-2018,16-04-2019,16th,Music,6.72,Monthly,3
1976277762783,PXNM05236732010239,Apple Music,14-03-2015,06-10-2015,5th,Music,37.19,Monthly,3
1976277762783,QPNT23926380511108,Apple Music,27-04-2019,14-10-2019,12th,Music,50.76,Monthly,3
1976277762783,GTQP00203721238762,Disney+,19-07-2019,13-01-2020,19th,OTT,45.11,Monthly,6
1976277762783,RNZO61988516501460,HBO Max,09-06-2011,11-11-2011,19th,OTT,5.14,Monthly,6
1976277762783,MQRI28653508418141,Disney+,04-11-2018,04-05-2019,15th,OTT,42.02,Monthly,6
1976277762783,MQRI28653508418141,Disney+,05-11-2018,22-04-2019,28th,OTT,35.46,Monthly,6
1976277762783,PXNM05236732010239,HBO Max,17-03-2015,17-09-2015,20th,OTT,32.94,Monthly,6
1976277762783,QPNT23926380511108,Prime Video,29-04-2019,26-10-2019,2nd,OTT,24.28,Monthly,6
1976277762783,GTQP00203721238762,LinkedIn,02-07-2019,08-01-2020,8th,Professional Networking,27.39,Monthly,3
1976277762783,PXNM05236732010239,Jobcase,25-03-2015,17-09-2015,27th,Professional Networking,44.32,Monthly,3
1976277762783,DKKT70607640338885,Jobcase,02-09-2016,27-02-2017,9th,Professional Networking,37.73,Monthly,3
1979502428331,MYDA04161484692481,Etsy,14-10-2015,24-04-2016,15th,E-commerce,49.99,Monthly,3
1979502428331,XNDU14573128434038,eBay,23-09-2011,16-04-2012,13th,E-commerce,26.79,Monthly,3
1979502428331,NCQV19999432894235,Etsy,09-06-2014,18-11-2014,4th,E-commerce,45.17,Monthly,3
1979502428331,QRQW69669048981883,Apple Music,03-02-2020,17-08-2020,2nd,Music,16.63,Monthly,1
1979502428331,XNDU14573128434038,Jobcase,03-10-2011,02-04-2012,6th,Professional Networking,22.51,Monthly,1
1985842544761,ICBQ17724656183068,Walmart,04-11-2019,07-05-2020,11th,E-commerce,26.1,Monthly,1
1985842544761,ICBQ17724656183068,Amazon Music,23-10-2019,29-04-2020,13th,Music,44.24,Monthly,2
1985842544761,BTVV79522361182000,Amazon Music,07-09-2017,27-02-2018,4th,Music,28.4,Monthly,2
1985842544761,BTVV79522361182000,Disney+,15-09-2017,26-02-2018,24th,OTT,12.26,Monthly,1
1985842544761,ICBQ17724656183068,Meet Up,06-11-2019,26-04-2020,6th,Professional Networking,27.67,Monthly,2
1985842544761,BTVV79522361182000,Xing,14-09-2017,08-03-2018,26th,Professional Networking,6.78,Monthly,2
2015967248646,RZIS24421136307489,Amazon,08-05-2021,18-11-2021,22th,E-commerce,48.28,Monthly,1
2015967248646,ZEYH07460532865464,Amazon Music,15-04-2017,17-10-2017,24th,Music,41.3,Monthly,1
2015967248646,RORQ54049627692676,Prime Video,11-03-2015,25-09-2015,16th,OTT,9.11,Monthly,2
2015967248646,ZEYH07460532865464,Netflix,28-04-2017,24-10-2017,4th,OTT,20.49,Monthly,2
2015967248646,RORQ54049627692676,Meet Up,24-03-2015,13-09-2015,7th,Professional Networking,10.76,Monthly,2
2015967248646,HQCQ31504654897217,Jobcase,10-12-2016,09-05-2017,13th,Professional Networking,39.21,Monthly,2
2032182165671,FWQV40250570039048,Amazon,27-07-2020,14-01-2021,19th,E-commerce,38.1,Monthly,5
2032182165671,FWQV40250570039048,Etsy,08-07-2020,10-01-2021,3rd,E-commerce,21.92,Monthly,5
2032182165671,XWKC82843862955914,eBay,21-05-2018,14-12-2018,20th,E-commerce,8.59,Monthly,5
2032182165671,KMLC47848085722029,Etsy,14-09-2016,15-03-2017,20th,E-commerce,29.72,Monthly,5
2032182165671,WTFA16229424883374,Amazon,16-07-2019,06-02-2020,27th,E-commerce,30.1,Monthly,5
2032182165671,FWQV40250570039048,Apple Music,30-06-2020,09-01-2021,13th,Music,50.09,Monthly,2
2032182165671,KMLC47848085722029,Amazon Music,13-09-2016,07-03-2017,8th,Music,10.31,Monthly,2
2032182165671,TXDI43678838723905,Xing,12-11-2019,14-05-2020,8th,Professional Networking,20.27,Monthly,5
2032182165671,ZRQZ68768584838693,LinkedIn,03-04-2018,26-09-2018,4th,Professional Networking,10.53,Monthly,5
2032182165671,ZRQZ68768584838693,Xing,27-03-2018,20-09-2018,25th,Professional Networking,50.35,Monthly,5
2032182165671,XWKC82843862955914,LinkedIn,12-06-2018,17-11-2018,2nd,Professional Networking,11.32,Monthly,5
2032182165671,WTFA16229424883374,Jobcase,18-07-2019,19-01-2020,26th,Professional Networking,34.89,Monthly,5
2035341590987,TBXY84859367054886,Amazon,22-06-2015,17-12-2015,6th,E-commerce,26.24,Monthly,4
2035341590987,TBXY84859367054886,eBay,27-06-2015,26-12-2015,28th,E-commerce,50.84,Monthly,4
2035341590987,LLNU13251960252431,Amazon,09-01-2019,15-06-2019,14th,E-commerce,40.62,Monthly,4
2035341590987,LLNU13251960252431,Walmart,02-01-2019,29-06-2019,19th,E-commerce,38.11,Monthly,4
